ID,Time Started,Time Finished,Manufacturer,OS,Audience,Country,Area,County,City,Provider,Gender,Age,Year Of Birth,How often do you hear about inflation in the media?,How often do you hear about COVID-19 in the media?,How often do you hear about climate change in the media?,How often do you hear about border security in the media?,How often do you hear about gun policies in the media?,How often do you hear about abortion in the media?,How often do you hear about Ukraine in the media?,Marital Status,Number of children,Education,Employment Status,Career,Race,Income,Spoken Languages,Organization Role,Number of Employees,Residential Postal Code,Location Postal Code,US Census Region,US Census Division,US Congressional District,DMA Code,DMA Name,Weight,
-94668471,2022-12-01 21:56:41,2022-12-01 21:56:53,Apple,iOS,Audience 1,US,Georgia,"Muscogee, Georgia, United States",Columbus,Unknown,male,16 - 17,2006,At least once a month,At least once a week,Once a year or less,Several times a year,At least once a month,Several times a year,At least once a month,prefer_not_to_say,prefer_not_to_say,university,self_employed,finance_and_insurance,prefer_not_to_say,prefer_not_to_say,en,sales_staff,prefer_not_to_say,,31906,South,South Atlantic,3,522,"Columbus, GA (Opelika, AL)",2.37,
-1582266103,2022-11-29 02:44:41,2022-11-29 02:45:06,Apple,iOS,Audience 1,US,Georgia,"McIntosh, Georgia, United States",Townsend,Unknown,female,35 - 44,1983,At least once a week,At least once a week,At least once a week,At least once a month,At least once a week,At least once a week,At least once a month,single,one,vocational_technical_college,employed_for_wages,transportation_and_warehousing,prefer_not_to_say,lower_ii,en,other_non_management,fiftyone_to_hundrend,31520 US,31331,South,South Atlantic,1,507,Savannah,0.61,
577713456,2022-11-29 02:27:54,2022-11-29 02:28:24,Apple,iOS,Audience 1,US,Georgia,"Thomas, Georgia, United States",Thomasville,Unknown,female,18 - 24,2000,Once a year or less,At least once a month,At least once a week,At least once a week,At least once a week,Never,At least once a week,single,zero,high_school,student,education,black,prefer_not_to_say,en,prefer_not_to_say,do_not_work,31792 US,31792,South,South Atlantic,8,530,Tallahassee-Thomasville,0.44,
-1561677432,2022-11-29 02:07:10,2022-11-29 02:07:51,Unknown,Android,Audience 1,US,Georgia,"Sumter, Georgia, United States",Americus,Unknown,female,> 54,1952,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,married,three,high_school,retired,other,white,lower_ii,en,other_non_management,do_not_work,31719 US,31719,South,South Atlantic,2,522,"Columbus, GA (Opelika, AL)",1.83,
-1085438390,2022-11-29 01:48:57,2022-11-29 01:49:52,Unknown,Android,Audience 1,US,Georgia,"Lowndes, Georgia, United States",Valdosta,Unknown,female,> 54,1956,Never,At least once a week,Never,Never,Never,Never,At least once a month,widowed,two,vocational_technical_college,unemployed_looking,personal_services,black,lower_i,en,prefer_not_to_say,fiftyone_to_hundrend,31602 US,31602,South,South Atlantic,8,530,Tallahassee-Thomasville,2.56,
-1562581236,2022-11-30 02:45:55,2022-11-30 02:46:16,Apple,iOS,Audience 1,US,Georgia,"Bulloch, Georgia, United States",Statesboro,Verizon,female,18 - 24,2002,At least once a week,At least once a month,Once a year or less,At least once a month,At least once a week,At least once a week,Several times a year,prefer_not_to_say,prefer_not_to_say,high_school,student,other,white,lower_ii,en,other_non_management,eleven_to_twentyfive,,30458,South,South Atlantic,12,507,Savannah,0.44,
-2048102558,2022-11-30 02:23:12,2022-11-30 02:23:45,Motorola,Android,Audience 1,US,Georgia,"Bibb, Georgia, United States",Macon,Verizon,female,45 - 54,1972,At least once a week,At least once a week,At least once a month,At least once a month,At least once a month,At least once a week,At least once a week,single,zero,vocational_technical_college,employed_for_wages,health_care_and_social_assistance,black,lower_ii,en,technical_staff,fivehundrendsone_to_thousand,31206 US,31294,South,South Atlantic,,503,Macon,1.28,
816013155,2022-11-28 16:19:36,2022-11-28 16:20:07,Unknown,Windows Phone,Audience 1,US,Georgia,"Walton, Georgia, United States",Loganville,Unknown,male,35 - 44,1986,Several times a year,At least once a week,Once a year or less,Once a year or less,At least once a month,At least once a week,At least once a month,prefer_not_to_say,one,high_school,other,shipping_distribution,white,high_ii,en,buyer_purchasing_agent,twentysix_to_fifty,30052 US,30052,South,South Atlantic,10,524,Atlanta,0.63,
-1886595811,2022-11-28 21:30:34,2022-11-28 21:31:10,Unknown,Android,Audience 1,US,Georgia,"Colquitt, Georgia, United States",Norman Park,Unknown,female,45 - 54,1969,At least once a week,At least once a week,At least once a month,Several times a year,At least once a week,At least once a week,At least once a week,married,zero,high_school,unable_to_work,other,white,lower_i,en,not_work,do_not_work,31788 US,31771,South,South Atlantic,8,525,"Albany, GA",1.28,
-275040763,2022-11-28 16:02:07,2022-11-28 16:03:32,Unknown,Android,Audience 1,US,Georgia,"Clarke, Georgia, United States",Athens,Unknown,female,35 - 44,1978,Several times a year,Several times a year,At least once a month,Several times a year,At least once a month,At least once a month,At least once a week,single,zero,postgraduate,employed_for_wages,finance_and_insurance,asian,lower_ii,en,faculty_staff,fiftyone_to_hundrend,30678 US,30605,South,South Atlantic,10,524,Atlanta,0.72,
1051339731,2022-12-01 15:57:05,2022-12-01 15:58:03,Motorola,Android,Audience 1,US,Georgia,"Muscogee, Georgia, United States",Columbus,Verizon,female,25 - 34,1991,Never,At least once a week,Several times a year,Once a year or less,Once a year or less,Never,At least once a month,single,zero,high_school,student,retail,asian,lower_i,en,sales_staff,eleven_to_twentyfive,31904 US,31907,South,South Atlantic,2,522,"Columbus, GA (Opelika, AL)",0.51,
-202124598,2022-12-05 10:27:39,2022-12-05 10:28:15,Unknown,Web,Audience 1,US,Georgia,"Muscogee, Georgia, United States",Columbus,Unknown,female,16 - 17,2006,At least once a month,Once a year or less,Once a year or less,Once a year or less,Never,At least once a week,Never,single,zero,middle_school,employed_for_wages,real_estate_rental_or_leasing,white,lower_i,en,sales_staff,twohundrendfiftyone_to_fivehundrends,31907 US,31907,South,South Atlantic,2,522,"Columbus, GA (Opelika, AL)",1.59,
-1130085577,2022-11-29 03:42:43,2022-11-29 03:43:20,Unknown,Android,Audience 1,US,Georgia,"Baldwin, Georgia, United States",Milledgeville,Unknown,male,25 - 34,1996,Once a year or less,At least once a month,Several times a year,Never,Never,Once a year or less,At least once a week,single,prefer_not_to_say,high_school,self_employed,advertising,white,middle_ii,en,supervisor,one,31061 US,31061,South,South Atlantic,10,503,Macon,1.26,
-1889981104,2022-11-28 23:06:36,2022-11-28 23:07:09,Unknown,Android,Audience 1,US,Georgia,"Glynn, Georgia, United States",Brunswick,Unknown,male,35 - 44,1987,Several times a year,At least once a week,Several times a year,Never,At least once a week,Several times a year,Never,single,two,high_school,unemployed_looking,other,black,lower_i,en,prefer_not_to_say,do_not_work,31520 US,31520,South,South Atlantic,1,561,Jacksonville,0.63,
-1612747921,2022-11-28 23:46:05,2022-11-28 23:46:59,Apple,iOS,Audience 1,US,Georgia,"Liberty, Georgia, United States",Hinesville,Unknown,male,> 54,1936,At least once a month,Once a year or less,At least once a month,Once a year or less,At least once a week,At least once a month,At least once a week,single,zero,high_school,employed_for_wages,arts_entertainment_or_recreation,black,lower_ii,en,president_ceo_chairperson,fiftyone_to_hundrend,31301 US,31313,South,South Atlantic,1,507,Savannah,5.22,
-826088918,2022-12-05 18:00:19,2022-12-05 18:01:20,Motorola,Android,Audience 1,US,Georgia,"Muscogee, Georgia, United States",Columbus,T-Mobile,female,> 54,1963,At least once a week,At least once a week,At least once a month,Several times a year,Several times a year,At least once a week,Once a year or less,widowed,two,university,self_employed,other,white,lower_i,en,owner_partner,one,31904 US,31904,South,South Atlantic,3,522,"Columbus, GA (Opelika, AL)",2.15,
1024487982,2022-11-28 17:59:23,2022-11-28 18:00:33,Unknown,iOS,Audience 1,US,Georgia,"Dougherty, Georgia, United States",Albany,Unknown,male,25 - 34,1997,At least once a month,Several times a year,At least once a month,Once a year or less,Several times a year,At least once a week,Once a year or less,living_with_partner,one,university,employed_for_wages,fashion_apparel,black,middle_i,en,owner_partner,six_to_ten,31707 US,31701,South,South Atlantic,2,525,"Albany, GA",1.26,
1448760128,2022-11-30 02:09:27,2022-11-30 02:10:30,Unknown,Web,Audience 1,US,Georgia,"Bryan, Georgia, United States",Richmond Hill,Unknown,female,25 - 34,1990,Several times a year,At least once a week,At least once a week,Several times a year,Several times a year,Once a year or less,At least once a month,married,one,university,employed_for_wages,health_care_and_social_assistance,white,high_iii,en,middle_management,fivehundrendsone_to_thousand,31324 US,31324,South,South Atlantic,1,507,Savannah,0.51,
1519728347,2022-11-29 05:31:47,2022-11-29 05:32:13,Unknown,Web,Audience 1,US,Georgia,"Bibb, Georgia, United States",Macon,Unknown,female,18 - 24,2002,At least once a week,At least once a week,At least once a week,At least once a week,At least once a month,At least once a week,At least once a month,single,zero,high_school,student,other,black,lower_i,en,not_work,prefer_not_to_say,31206 US,31220,South,South Atlantic,8,503,Macon,0.44,
-1774537033,2022-12-05 01:43:12,2022-12-05 01:44:03,Unknown,Web,Audience 1,US,Georgia,"Richmond, Georgia, United States",Augusta,Unknown,male,35 - 44,1983,At least once a week,At least once a week,Several times a year,At least once a week,At least once a month,At least once a week,At least once a week,separated,zero,high_school,unemployed_not_looking,other,white,lower_ii,en,other_non_management,do_not_work,30906 US,30909,South,South Atlantic,12,520,Augusta-Aiken,0.9,
-379101854,2022-11-30 05:35:54,2022-11-30 05:36:20,Unknown,iOS,Audience 1,US,Georgia,"Camden, Georgia, United States",Kingsland,Unknown,male,35 - 44,1979,At least once a month,At least once a month,Never,At least once a month,Never,At least once a week,At least once a month,separated,two,vocational_technical_college,employed_for_wages,hotel_and_food_services,white,lower_ii,en,buyer_purchasing_agent,twentysix_to_fifty,31548 US,31548,South,South Atlantic,1,561,Jacksonville,0.9,
-951642459,2022-11-29 08:14:31,2022-11-29 08:15:15,Unknown,Web,Audience 1,US,Georgia,"Effingham, Georgia, United States",Rincon,Unknown,male,> 54,1966,At least once a month,At least once a week,At least once a month,At least once a week,Several times a year,At least once a month,At least once a week,single,zero,high_school,unable_to_work,other,white,lower_ii,en,other_non_management,do_not_work,31326 US,31326,South,South Atlantic,12,507,Savannah,2.28,
1516613151,2022-11-28 16:11:29,2022-11-28 16:11:58,Unknown,Web,Audience 1,US,Georgia,"Houston, Georgia, United States",Warner Robins,Unknown,male,45 - 54,1975,At least once a week,At least once a week,At least once a month,Several times a year,At least once a week,Several times a year,At least once a week,single,zero,high_school,unable_to_work,other,white,middle_i,en,prefer_not_to_say,do_not_work,,31088,South,South Atlantic,8,503,Macon,1.08,
1449623077,2022-12-03 05:28:05,2022-12-03 05:29:56,Unknown,Web,Audience 1,US,Georgia,"Richmond, Georgia, United States",Augusta,Unknown,male,35 - 44,1987,Several times a year,Once a year or less,Several times a year,At least once a month,At least once a month,Several times a year,At least once a month,married,zero,university,employed_for_wages,fashion_apparel,white,high_i,en,c_level_executive,twentysix_to_fifty,30903 US,30901,South,South Atlantic,12,520,Augusta-Aiken,0.63,
1571132794,2022-12-01 00:21:17,2022-12-01 00:21:52,Unknown,Android,Audience 1,US,Georgia,"Lee, Georgia, United States",Leesburg,Unknown,female,25 - 34,1997,Once a year or less,At least once a week,At least once a week,Several times a year,At least once a week,Several times a year,At least once a month,single,two,university,employed_for_wages,government_and_public_administration,white,middle_ii,en,middle_management,hundrendone_to_twohundrendsfifty,31707 US,31763,South,South Atlantic,2,525,"Albany, GA",0.85,
1665247396,2022-11-28 15:53:39,2022-11-28 15:54:02,Unknown,Web,Audience 1,US,Georgia,"Dekalb, Georgia, United States",Stone Mountain,Unknown,female,> 54,1953,Never,Never,Never,Never,Never,Never,Never,widowed,two,vocational_technical_college,retired,other,black,lower_i,en,not_work,do_not_work,30083 US,30083,South,South Atlantic,4,524,Atlanta,1.83,
1714305232,2022-11-29 05:04:47,2022-11-29 05:05:46,Unknown,Web,Audience 1,US,Georgia,"Bulloch, Georgia, United States",Statesboro,Unknown,female,> 54,1962,At least once a month,Several times a year,At least once a month,Several times a year,Several times a year,At least once a month,At least once a week,single,zero,university,retired,other,white,middle_i,en,not_work,prefer_not_to_say,30458 US,30458,South,South Atlantic,12,507,Savannah,2.15,
-1556296992,2022-11-28 21:04:44,2022-11-28 21:05:25,Apple,iOS,Audience 1,US,Georgia,"Cook, Georgia, United States",Adel,Unknown,male,35 - 44,1985,At least once a week,Once a year or less,Several times a year,Several times a year,At least once a week,At least once a week,Once a year or less,prefer_not_to_say,six_or_more,postgraduate,military,finance_and_insurance,other,high_iii,en,other_non_management,do_not_work,30285 US,31620,South,South Atlantic,8,525,"Albany, GA",0.63,
-260845574,2022-11-28 21:55:52,2022-11-28 21:56:24,Unknown,Web,Audience 1,US,Georgia,"Coffee, Georgia, United States",Douglas,Unknown,male,> 54,1965,At least once a week,Several times a year,At least once a week,At least once a month,At least once a month,Several times a year,At least once a month,married,three,university,employed_for_wages,consulting,white,middle_i,en,owner_partner,two_to_five,31535 US,31535,South,South Atlantic,12,525,"Albany, GA",2.28,
1454284730,2022-11-29 13:00:14,2022-11-29 13:00:43,Unknown,Web,Audience 1,US,Georgia,"Lamar, Georgia, United States",Barnesville,Unknown,male,35 - 44,1978,Several times a year,Once a year or less,Once a year or less,Once a year or less,Several times a year,Several times a year,At least once a month,single,one,high_school,employed_for_wages,other,white,lower_ii,en,middle_management,eleven_to_twentyfive,30204 US,30204,South,South Atlantic,8,503,Macon,1.08,
909618191,2022-12-01 11:44:43,2022-12-01 11:45:10,Unknown,Web,Audience 1,US,Georgia,"Glynn, Georgia, United States",Brunswick,Unknown,male,18 - 24,2004,At least once a week,At least once a month,Never,Several times a year,At least once a week,At least once a month,At least once a week,prefer_not_to_say,one,university,other,publishing,white,high_ii,en,c_level_executive,eleven_to_twentyfive,31527 US,31523,South,South Atlantic,1,561,Jacksonville,2.37,
200998413,2022-12-06 00:56:24,2022-12-06 00:56:41,Unknown,iOS,Audience 1,US,Georgia,"Richmond, Georgia, United States",Augusta,Unknown,male,18 - 24,1999,At least once a week,At least once a week,At least once a month,Several times a year,At least once a week,At least once a week,At least once a month,single,zero,university,student,other,white,lower_ii,en,technical_staff,fivehundrendsone_to_thousand,19107 US,30909,South,South Atlantic,12,520,Augusta-Aiken,0.65,
-1749851039,2022-11-28 18:28:32,2022-11-28 18:28:55,Unknown,Web,Audience 1,US,Georgia,"Dougherty, Georgia, United States",Albany,Unknown,male,45 - 54,1977,At least once a week,At least once a week,At least once a week,At least once a month,At least once a week,At least once a month,At least once a week,married,three,postgraduate,employed_for_wages,transportation_and_warehousing,black,high_iii,en,c_level_executive,greater_than_fivethousands,90015 US,31705,South,South Atlantic,8,525,"Albany, GA",1.08,
2023676512,2022-11-28 22:09:24,2022-11-28 22:09:45,Unknown,Android,Audience 1,US,Georgia,"Richmond, Georgia, United States",Augusta,Unknown,female,35 - 44,1985,Several times a year,At least once a month,Once a year or less,Several times a year,At least once a month,At least once a week,At least once a week,single,two,postgraduate,employed_for_wages,other,black,lower_ii,"en,es",owner_partner,one,30907 US,30909,South,South Atlantic,12,520,Augusta-Aiken,0.42,
1510532593,2022-11-28 19:41:13,2022-11-28 19:43:36,Unknown,iOS,Audience 1,US,Georgia,"Colquitt, Georgia, United States",Moultrie,Unknown,female,35 - 44,1982,At least once a month,At least once a month,Never,Once a year or less,Never,Once a year or less,Never,living_with_partner,three,postgraduate,homemaker,personal_services,white,middle_i,en,administrative_clerical,six_to_ten,31635 US,31768,South,South Atlantic,8,525,"Albany, GA",0.61,
-1984570410,2022-11-29 13:01:44,2022-11-29 13:02:20,Unknown,Android,Audience 1,US,Georgia,"Baldwin, Georgia, United States",Milledgeville,Unknown,female,> 54,1957,At least once a month,Once a year or less,At least once a month,Several times a year,At least once a month,At least once a month,At least once a month,married,three,university,retired,other,white,middle_ii,en,prefer_not_to_say,do_not_work,31061 US,31061,South,South Atlantic,10,503,Macon,2.56,
-1896930004,2022-11-29 12:29:49,2022-11-29 12:30:35,Unknown,Web,Audience 1,US,Georgia,"Bacon, Georgia, United States",Alma,Unknown,male,45 - 54,1969,At least once a week,At least once a month,Several times a year,Several times a year,Several times a year,At least once a month,At least once a week,living_with_partner,two,high_school,unable_to_work,manufacturing_computer_and_electronics,white,lower_i,en,prefer_not_to_say,one,31554 US,31510,South,South Atlantic,12,507,Savannah,1.92,
-1012070314,2022-11-28 20:07:52,2022-11-28 20:08:20,Unknown,iOS,Audience 1,US,Georgia,"Laurens, Georgia, United States",Dublin,Unknown,male,18 - 24,2004,At least once a month,Several times a year,Once a year or less,Once a year or less,Several times a year,At least once a month,At least once a month,prefer_not_to_say,zero,high_school,employed_for_wages,transportation_and_warehousing,white,lower_ii,en,other_non_management,eleven_to_twentyfive,31027 US,31021,South,South Atlantic,12,503,Macon,2.37,
-959520659,2022-11-29 19:04:39,2022-11-29 19:05:01,Unknown,iOS,Audience 1,US,Georgia,"Liberty, Georgia, United States",Hinesville,Unknown,male,18 - 24,2000,At least once a week,Several times a year,At least once a week,Once a year or less,Once a year or less,At least once a month,At least once a week,single,zero,high_school,other,construction,white,prefer_not_to_say,en,other_non_management,fivehundrendsone_to_thousand,31313 US,31313,South,South Atlantic,1,507,Savannah,0.65,
-953061938,2022-11-30 18:06:07,2022-11-30 18:06:33,Unknown,Web,Audience 1,US,Georgia,"Bleckley, Georgia, United States",Cochran,Unknown,female,25 - 34,1997,Never,At least once a week,Several times a year,At least once a week,At least once a month,At least once a week,Once a year or less,single,zero,high_school,employed_for_wages,advertising,hispanic,lower_i,en,owner_partner,hundrendone_to_twohundrendsfifty,30340 US,31014,South,South Atlantic,8,503,Macon,0.85,
-899519817,2022-12-04 02:31:04,2022-12-04 02:33:08,Unknown,iOS,Audience 1,US,Georgia,"Richmond, Georgia, United States",Hephzibah,Unknown,female,> 54,1960,At least once a week,At least once a week,Once a year or less,Several times a year,Several times a year,At least once a week,At least once a month,divorced,three,vocational_technical_college,employed_for_wages,retail,white,lower_ii,en,other_non_management,do_not_work,30906 US,30815,South,South Atlantic,12,520,Augusta-Aiken,2.15,
-1631721054,2022-11-28 20:50:48,2022-11-28 20:51:19,LGE,Android,Audience 1,US,Georgia,"Richmond, Georgia, United States",Augusta,T-Mobile,female,18 - 24,2000,At least once a week,At least once a month,At least once a week,Several times a year,At least once a week,At least once a week,At least once a week,living_with_partner,zero,university,homemaker,finance_and_insurance,black,middle_ii,en,owner_partner,one,30906 US,30906,South,South Atlantic,12,520,Augusta-Aiken,0.44,
-145364000,2022-11-28 20:23:41,2022-11-28 20:24:44,Unknown,Web,Audience 1,US,Georgia,"Bibb, Georgia, United States",Macon,Unknown,female,18 - 24,2001,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,single,zero,university,employed_for_wages,finance_and_insurance,white,middle_i,en,senior_management,thousandone_to_fivethousands,31206 US,31206,South,South Atlantic,2,503,Macon,0.44,
-86292226,2022-11-29 21:22:19,2022-11-29 21:22:44,Unknown,Web,Audience 1,US,Georgia,"Ben Hill, Georgia, United States",Fitzgerald,Unknown,female,25 - 34,1993,At least once a week,Several times a year,At least once a month,At least once a month,Several times a year,Several times a year,At least once a month,single,zero,vocational_technical_college,employed_for_wages,health_care_and_social_assistance,white,lower_ii,en,other_non_management,two_to_five,31783 US,31750,South,South Atlantic,8,525,"Albany, GA",0.51,
-1036379490,2022-12-03 01:33:37,2022-12-03 01:34:17,Apple,iOS,Audience 1,US,Georgia,"Lincoln, Georgia, United States",Lincolnton,Unknown,female,25 - 34,1996,At least once a week,At least once a month,At least once a month,At least once a month,At least once a month,At least once a week,Several times a year,married,three,vocational_technical_college,employed_for_wages,health_care_and_social_assistance,white,lower_ii,en,technical_staff,fivehundrendsone_to_thousand,30817 US,30817,South,South Atlantic,10,520,Augusta-Aiken,0.85,
827972453,2022-11-29 06:52:33,2022-11-29 06:52:58,Unknown,Web,Audience 1,US,Georgia,"Harris, Georgia, United States",Cataula,Unknown,male,35 - 44,1985,At least once a week,At least once a month,At least once a month,At least once a week,At least once a month,At least once a month,At least once a week,living_with_partner,two,high_school,employed_for_wages,hotel_and_food_services,black,lower_i,en,sales_staff,twentysix_to_fifty,31903 US,31804,South,South Atlantic,3,522,"Columbus, GA (Opelika, AL)",0.63,
861242119,2022-11-29 23:59:55,2022-11-30 00:00:23,Unknown,Web,Audience 1,US,Georgia,"Camden, Georgia, United States",St. Marys,Unknown,male,25 - 34,1991,At least once a week,Never,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,single,zero,middle_school,unable_to_work,agriculture_forestry_fishing_or_hunting,asian,lower_i,"en,zh",other_non_management,eleven_to_twentyfive,32208 US,31558,South,South Atlantic,1,561,Jacksonville,0.77,
2106973325,2022-11-28 16:12:49,2022-11-28 16:13:29,Unknown,iOS,Audience 1,US,Georgia,"Floyd, Georgia, United States",Rome,Unknown,female,> 54,1951,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,married,two,vocational_technical_college,retired,education,white,middle_ii,en,prefer_not_to_say,do_not_work,30165 US,30161,South,South Atlantic,14,524,Atlanta,1.83,
1136412412,2022-11-29 01:29:49,2022-11-29 01:30:11,Unknown,iOS,Audience 1,US,Georgia,"Dougherty, Georgia, United States",Albany,Unknown,male,18 - 24,2000,At least once a week,Several times a year,Once a year or less,Never,At least once a week,At least once a month,Once a year or less,single,zero,vocational_technical_college,student,arts_entertainment_or_recreation,black,lower_ii,en,technical_staff,two_to_five,31721 US,31701,South,South Atlantic,2,525,"Albany, GA",0.65,
1627619462,2022-11-30 01:51:01,2022-11-30 01:52:11,Unknown,Web,Audience 1,US,Georgia,"Tift, Georgia, United States",Tifton,Unknown,female,35 - 44,1985,At least once a week,At least once a month,Several times a year,Several times a year,Several times a year,Several times a year,Once a year or less,married,zero,university,employed_for_wages,retail,white,lower_i,en,sales_staff,greater_than_fivethousands,31794 US,31794,South,South Atlantic,8,530,Tallahassee-Thomasville,0.42,
1836302603,2022-11-29 01:16:50,2022-11-29 01:17:11,Unknown,Web,Audience 1,US,Georgia,"Houston, Georgia, United States",Perry,Unknown,male,25 - 34,1988,At least once a week,At least once a month,At least once a week,At least once a week,At least once a week,At least once a month,At least once a month,single,zero,vocational_technical_college,employed_for_wages,retail,white,lower_ii,en,sales_staff,greater_than_fivethousands,30121 US,31069,South,South Atlantic,8,503,Macon,0.63,
-1629217909,2022-11-28 19:51:11,2022-11-28 19:53:14,Unknown,Web,Audience 1,US,Georgia,"Emanuel, Georgia, United States",Swainsboro,Unknown,male,25 - 34,1989,At least once a week,At least once a month,At least once a month,At least once a month,At least once a month,At least once a week,At least once a week,widowed,three,vocational_technical_college,employed_for_wages,health_care_and_social_assistance,white,lower_ii,en,prefer_not_to_say,fivehundrendsone_to_thousand,30401 US,30401,South,South Atlantic,12,520,Augusta-Aiken,0.77,
-883942196,2022-11-29 01:42:02,2022-11-29 01:43:04,Unknown,Web,Audience 1,US,Georgia,"Glynn, Georgia, United States",Brunswick,Unknown,male,25 - 34,1988,At least once a month,At least once a week,At least once a month,At least once a month,At least once a week,At least once a month,At least once a week,living_with_partner,one,high_school,employed_for_wages,agriculture_forestry_fishing_or_hunting,black,lower_i,en,supervisor,fiftyone_to_hundrend,31525 US,31525,South,South Atlantic,1,561,Jacksonville,0.63,
46971408,2022-12-04 05:00:32,2022-12-04 05:01:58,Unknown,Web,Audience 1,US,Georgia,"Richmond, Georgia, United States",Augusta,Unknown,male,25 - 34,1990,At least once a month,At least once a month,At least once a month,At least once a month,At least once a month,At least once a week,At least once a month,living_with_partner,two,postgraduate,employed_for_wages,hotel_and_food_services,hispanic,high_iii,en,senior_management,fivehundrendsone_to_thousand,43016 US,30906,South,South Atlantic,12,520,Augusta-Aiken,0.77,
-1744470692,2022-11-28 18:40:44,2022-11-28 18:45:05,Unknown,Android,Audience 1,US,Georgia,"Muscogee, Georgia, United States",Columbus,Unknown,male,25 - 34,1988,Once a year or less,Never,Several times a year,Several times a year,Several times a year,Several times a year,Once a year or less,single,zero,high_school,unemployed_looking,hotel_and_food_services,black,lower_i,en,middle_management,fiftyone_to_hundrend,31907 US,31903,South,South Atlantic,2,522,"Columbus, GA (Opelika, AL)",0.63,
207165227,2022-11-28 16:03:10,2022-11-28 16:03:26,Unknown,Android,Audience 1,US,Georgia,"Fulton, Georgia, United States",Atlanta,Unknown,female,25 - 34,1992,Several times a year,Several times a year,Several times a year,Once a year or less,Once a year or less,At least once a month,Once a year or less,married,two,university,employed_for_wages,transportation_and_warehousing,black,middle_i,"en,ar",middle_management,thousandone_to_fivethousands,30005 US,30309,South,South Atlantic,5,524,Atlanta,0.51,
25788583,2022-11-30 12:17:45,2022-11-30 12:18:14,Unknown,Web,Audience 1,US,Georgia,"Pierce, Georgia, United States",Patterson,Unknown,female,35 - 44,1986,At least once a week,At least once a week,At least once a week,At least once a week,At least once a month,At least once a month,At least once a month,married,four,university,employed_for_wages,scientific_or_technical_services,white,middle_i,en,chief_technical_officer,eleven_to_twentyfive,31557 US,31557,South,South Atlantic,1,507,Savannah,0.42,
57243005,2022-11-28 16:55:33,2022-11-28 16:56:02,Unknown,Web,Audience 1,US,Georgia,"Morgan, Georgia, United States",Madison,Unknown,male,45 - 54,1974,At least once a week,At least once a week,At least once a month,At least once a month,At least once a week,At least once a month,At least once a week,married,two,postgraduate,employed_for_wages,education,white,middle_ii,"en,es",other_non_management,twohundrendfiftyone_to_fivehundrends,30650 US,30650,South,South Atlantic,10,524,Atlanta,1.08,
2019336225,2022-11-28 16:22:21,2022-11-28 16:23:04,Unknown,Android,Audience 1,US,Georgia,"Terrell, Georgia, United States",Dawson,Unknown,male,45 - 54,1968,At least once a month,At least once a week,At least once a month,At least once a month,At least once a month,At least once a month,At least once a week,living_with_partner,zero,university,employed_for_wages,manufacturing_other,white,high_i,en,technical_staff,fivehundrendsone_to_thousand,31058 US,39842,South,South Atlantic,2,525,"Albany, GA",2.28,
1295862608,2022-11-28 22:32:34,2022-11-28 22:32:59,Apple,iOS,Audience 1,US,Georgia,"Bibb, Georgia, United States",Macon,Unknown,female,25 - 34,1997,At least once a month,At least once a month,Several times a year,Several times a year,At least once a month,At least once a month,Several times a year,single,zero,postgraduate,student,health_care_and_social_assistance,white,lower_i,en,other_non_management,eleven_to_twentyfive,30076 US,31204,South,South Atlantic,8,503,Macon,0.85,
2064658620,2022-11-28 15:52:23,2022-11-28 15:52:49,Unknown,iOS,Audience 1,US,Georgia,"Coweta, Georgia, United States",Senoia,Unknown,female,18 - 24,1998,At least once a week,At least once a month,Several times a year,At least once a month,Several times a year,Several times a year,At least once a month,living_with_partner,one,university,employed_for_wages,scientific_or_technical_services,white,lower_ii,en,faculty_staff,twentysix_to_fifty,31211 US,30276,South,South Atlantic,3,524,Atlanta,0.85,
1518293383,2022-11-28 21:45:28,2022-11-28 21:45:50,Unknown,Web,Audience 1,US,Georgia,"Camden, Georgia, United States",Kingsland,Unknown,female,25 - 34,1988,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,separated,zero,vocational_technical_college,retired,retail,asian,middle_ii,en,owner_partner,two_to_five,31548 US,31548,South,South Atlantic,1,561,Jacksonville,0.42,
-1976820055,2022-11-28 16:26:02,2022-11-28 16:26:45,Unknown,Web,Audience 1,US,Georgia,"Cobb, Georgia, United States",Mableton,Unknown,female,> 54,1962,At least once a week,At least once a week,At least once a month,Several times a year,At least once a month,At least once a month,At least once a week,married,three,high_school,retired,homemaker,white,lower_ii,en,prefer_not_to_say,do_not_work,30126 US,30126,South,South Atlantic,13,524,Atlanta,2.15,
-1761470764,2022-12-03 19:21:21,2022-12-03 19:22:13,Unknown,Android,Audience 1,US,Georgia,"Columbia, Georgia, United States",Evans,Unknown,female,25 - 34,1990,At least once a week,At least once a week,At least once a month,Never,At least once a week,At least once a week,At least once a week,living_with_partner,one,vocational_technical_college,self_employed,security,black,lower_ii,en,supervisor,thousandone_to_fivethousands,30907 US,30809,South,South Atlantic,12,520,Augusta-Aiken,0.51,
