ID,Time Started,Time Finished,Manufacturer,OS,Audience,Country,Area,County,City,Provider,Gender,Age,Year Of Birth,How often do you hear about inflation in the media?,How often do you hear about COVID-19 in the media?,How often do you hear about climate change in the media?,How often do you hear about border security in the media?,How often do you hear about gun policies in the media?,How often do you hear about abortion in the media?,How often do you hear about Ukraine in the media?,Marital Status,Number of children,Education,Employment Status,Career,Race,Income,Spoken Languages,Organization Role,Number of Employees,Residential Postal Code,Location Postal Code,US Census Region,US Census Division,US Congressional District,DMA Code,DMA Name,Weight,
809158309,2022-11-29 18:54:28,2022-11-29 18:55:20,Unknown,Android,Audience 1,US,North Carolina,"Lenoir, North Carolina, United States",Kinston,Unknown,male,> 54,1964,At least once a week,At least once a week,At least once a week,Several times a year,At least once a month,Several times a year,At least once a week,separated,zero,high_school,unable_to_work,other,white,lower_i,en,owner_partner,one,28551 US,28504,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,1.93,
-738097579,2022-11-29 04:39:18,2022-11-29 04:40:06,Unknown,Android,Audience 1,US,North Carolina,"New Hanover, North Carolina, United States",Wilmington,Unknown,male,35 - 44,1978,At least once a week,At least once a month,At least once a week,Several times a year,At least once a week,At least once a week,At least once a month,married,two,high_school,unable_to_work,other,white,lower_ii,en,prefer_not_to_say,do_not_work,28401 US,28401,South,South Atlantic,7,550,Wilmington,0.84,
1256370379,2022-11-29 00:21:38,2022-11-29 00:22:39,Unknown,Web,Audience 1,US,North Carolina,"Madison, North Carolina, United States",Marshall,Unknown,female,> 54,1948,At least once a week,At least once a month,At least once a month,Several times a year,At least once a month,At least once a week,At least once a week,widowed,one,postgraduate,retired,other,white,lower_ii,en,other_non_management,do_not_work,28754 US,28753,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,1.79,
1165116631,2022-11-28 16:05:46,2022-11-28 16:06:16,Unknown,Web,Audience 1,US,North Carolina,"Wake, North Carolina, United States",Cary,Unknown,male,25 - 34,1990,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,single,zero,university,employed_for_wages,information_other,asian,high_i,en,technical_staff,greater_than_fivethousands,27560 US,27513,South,South Atlantic,4,560,Raleigh-Durham (Fayetvlle),0.69,
1755767280,2022-11-29 08:28:50,2022-11-29 08:29:30,Unknown,Android,Audience 1,US,North Carolina,"Burke, North Carolina, United States",Morganton,Unknown,female,35 - 44,1985,At least once a week,At least once a week,Once a year or less,Once a year or less,At least once a week,At least once a week,At least once a month,living_with_partner,three,vocational_technical_college,employed_for_wages,health_care_and_social_assistance,white,middle_i,en,other_non_management,hundrendone_to_twohundrendsfifty,28655 US,28655,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,0.59,
535306572,2022-11-28 16:21:01,2022-11-28 16:21:26,Unknown,Web,Audience 1,US,North Carolina,"Johnston, North Carolina, United States",Smithfield,Unknown,female,35 - 44,1984,At least once a week,At least once a week,Several times a year,Never,At least once a week,At least once a month,At least once a week,single,zero,vocational_technical_college,unemployed_looking,other,white,lower_i,en,other_non_management,do_not_work,27577 US,27577,South,South Atlantic,7,560,Raleigh-Durham (Fayetvlle),0.59,
965853772,2022-11-28 16:12:07,2022-11-28 16:12:30,Unknown,Web,Audience 1,US,North Carolina,"Durham, North Carolina, United States",Durham,Unknown,female,25 - 34,1995,At least once a month,At least once a month,Once a year or less,At least once a month,Several times a year,Once a year or less,At least once a month,married,zero,university,unemployed_looking,health_care_and_social_assistance,asian,lower_i,"en,id",supervisor,greater_than_fivethousands,27705 US,27705,South,South Atlantic,4,560,Raleigh-Durham (Fayetvlle),0.84,
2137669476,2022-11-30 06:45:44,2022-11-30 06:46:07,Unknown,Android,Audience 1,US,North Carolina,"Onslow, North Carolina, United States",Jacksonville,Unknown,female,35 - 44,1983,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a month,At least once a week,separated,two,high_school,unemployed_looking,construction,white,lower_i,en,owner_partner,one,28539 US,28540,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,0.55,
839999983,2022-11-28 17:36:46,2022-11-28 17:37:38,Unknown,Android,Audience 1,US,North Carolina,"Forsyth, North Carolina, United States",Winston-Salem,Unknown,female,> 54,1955,At least once a week,At least once a week,At least once a week,At least once a week,At least once a month,At least once a month,At least once a week,separated,one,high_school,retired,other,white,lower_ii,en,other_non_management,do_not_work,27295 US,27107,South,South Atlantic,13,518,Greensboro-H.Point-W.Salem,2.76,
-879076648,2022-11-28 18:45:43,2022-11-28 18:46:23,Unknown,Web,Audience 1,US,North Carolina,"Wake, North Carolina, United States",Raleigh,Unknown,male,35 - 44,1978,At least once a week,At least once a month,At least once a week,At least once a week,At least once a week,At least once a week,At least once a month,married,three,university,employed_for_wages,processing,white,high_i,en,middle_management,thousandone_to_fivethousands,28110 US,27610,South,South Atlantic,4,560,Raleigh-Durham (Fayetvlle),0.84,
740256164,2022-12-01 11:02:22,2022-12-01 11:03:00,Unknown,Web,Audience 1,US,North Carolina,"Beaufort, North Carolina, United States",Washington,Unknown,female,> 54,1959,At least once a week,At least once a month,At least once a month,At least once a month,At least once a week,At least once a month,At least once a week,married,five,high_school,employed_for_wages,retail,white,middle_ii,en,sales_staff,greater_than_fivethousands,27889 US,27889,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,2.24,
-1657739098,2022-12-04 00:23:37,2022-12-04 00:24:21,Unknown,iOS,Audience 1,US,North Carolina,"Pitt, North Carolina, United States",Farmville,Unknown,male,> 54,1967,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,single,three,high_school,unemployed_looking,shipping_distribution,black,lower_ii,en,other_non_management,six_to_ten,27828 US,27828,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,1.93,
-651074936,2022-11-30 15:45:46,2022-11-30 15:47:08,Unknown,Android,Audience 1,US,North Carolina,"Pitt, North Carolina, United States",Greenville,Unknown,male,> 54,1949,At least once a week,At least once a week,At least once a week,At least once a month,At least once a week,At least once a week,At least once a week,married,five,vocational_technical_college,retired,other,black,middle_i,en,prefer_not_to_say,do_not_work,27834 US,27834,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,2.41,
1102748235,2022-12-01 17:09:04,2022-12-01 17:10:12,Unknown,Web,Audience 1,US,North Carolina,"Craven, North Carolina, United States",Havelock,Unknown,female,> 54,1942,Once a year or less,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,widowed,two,vocational_technical_college,retired,other,white,prefer_not_to_say,en,owner_partner,one,28570 US,28532,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,4.21,
113578195,2022-11-28 16:35:31,2022-11-28 16:36:29,Unknown,iOS,Audience 1,US,North Carolina,"Davidson, North Carolina, United States",Lexington,Unknown,female,> 54,1962,Never,At least once a week,At least once a week,Once a year or less,At least once a month,At least once a week,At least once a week,married,three,postgraduate,employed_for_wages,agriculture_forestry_fishing_or_hunting,white,high_i,en,other_non_management,two_to_five,29582 US,27292,South,South Atlantic,13,518,Greensboro-H.Point-W.Salem,2.24,
2067129607,2022-11-28 19:22:47,2022-11-28 19:23:34,Unknown,Web,Audience 1,US,North Carolina,"Rutherford, North Carolina, United States",Forest City,Unknown,male,> 54,1956,At least once a week,At least once a week,At least once a month,At least once a month,At least once a week,At least once a week,At least once a week,divorced,one,vocational_technical_college,retired,other,white,lower_ii,en,other_non_management,do_not_work,28043 US,28043,South,South Atlantic,10,567,Greenvll-Spart-Ashevll-And,3.33,
-896709292,2022-11-28 16:06:04,2022-11-28 16:06:25,Unknown,iOS,Audience 1,US,North Carolina,"Cabarrus, North Carolina, United States",Concord,Unknown,female,45 - 54,1972,At least once a month,At least once a week,At least once a month,At least once a month,At least once a month,At least once a week,At least once a week,prefer_not_to_say,zero,vocational_technical_college,other,homemaker,white,middle_ii,en,prefer_not_to_say,do_not_work,28025 US,28027,South,South Atlantic,8,517,Charlotte,1.18,
721138346,2022-11-29 01:32:46,2022-11-29 01:33:27,Unknown,Web,Audience 1,US,North Carolina,"Mitchell, North Carolina, United States",Spruce Pine,Unknown,female,> 54,1949,At least once a week,At least once a week,At least once a month,At least once a month,At least once a month,At least once a week,At least once a week,divorced,one,high_school,retired,other,white,middle_i,en,other_non_management,do_not_work,28777 US,28777,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,2.0,
1835580172,2022-11-28 22:29:00,2022-11-28 22:30:24,Unknown,Android,Audience 1,US,North Carolina,"Rutherford, North Carolina, United States",Rutherfordton,Unknown,male,> 54,1960,At least once a week,At least once a week,At least once a week,At least once a month,At least once a week,At least once a month,At least once a week,married,zero,vocational_technical_college,unable_to_work,other,white,lower_ii,en,other_non_management,do_not_work,28139 US,28139,South,South Atlantic,10,567,Greenvll-Spart-Ashevll-And,2.7,
-1862628043,2022-11-29 12:50:39,2022-11-29 12:51:57,Unknown,Web,Audience 1,US,North Carolina,"Onslow, North Carolina, United States",Sneads Ferry,Unknown,male,> 54,1952,At least once a week,At least once a month,At least once a month,Once a year or less,At least once a week,At least once a month,At least once a week,divorced,three,high_school,retired,other,black,lower_i,en,prefer_not_to_say,do_not_work,28540 US,28460,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,2.41,
-1179281828,2022-11-28 16:04:57,2022-11-28 16:05:27,Unknown,iOS,Audience 1,US,North Carolina,"Wake, North Carolina, United States",Cary,Unknown,female,> 54,1941,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,married,three,high_school,retired,other,white,middle_i,en,prefer_not_to_say,do_not_work,27511 US,27511,South,South Atlantic,4,560,Raleigh-Durham (Fayetvlle),4.21,
706246473,2022-11-28 16:02:04,2022-11-28 16:03:12,Unknown,Web,Audience 1,US,North Carolina,"Catawba, North Carolina, United States",Hickory,Unknown,male,> 54,1949,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,divorced,two,vocational_technical_college,retired,other,white,lower_i,en,craftsman,do_not_work,28630 US,28602,South,South Atlantic,11,517,Charlotte,2.41,
-891201165,2022-11-30 00:18:57,2022-11-30 00:19:46,Unknown,Web,Audience 1,US,North Carolina,"Swain, North Carolina, United States",Bryson City,Unknown,female,> 54,1967,At least once a week,At least once a week,At least once a week,At least once a week,At least once a month,At least once a week,At least once a week,divorced,two,university,retired,homemaker,white,middle_i,en,prefer_not_to_say,do_not_work,32751 US,28713,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,1.6,
812351356,2022-11-28 16:52:37,2022-11-28 16:52:57,Unknown,Android,Audience 1,US,North Carolina,"Mecklenburg, North Carolina, United States",Charlotte,Unknown,female,35 - 44,1980,At least once a month,Several times a year,Several times a year,Several times a year,Several times a year,Several times a year,Several times a year,single,one,high_school,employed_for_wages,transportation_and_warehousing,white,lower_ii,en,administrative_clerical,thousandone_to_fivethousands,28269 US,28215,South,South Atlantic,12,517,Charlotte,0.55,
1852807008,2022-11-29 12:22:21,2022-11-29 12:23:10,Unknown,Android,Audience 1,US,North Carolina,"Onslow, North Carolina, United States",Holly Ridge,Unknown,female,35 - 44,1985,At least once a month,At least once a month,At least once a month,Once a year or less,Several times a year,At least once a month,At least once a week,married,three,high_school,employed_for_wages,health_care_and_social_assistance,white,lower_ii,en,other_non_management,fiftyone_to_hundrend,28425 US,28445,South,South Atlantic,7,550,Wilmington,0.59,
-794188840,2022-11-30 22:29:01,2022-11-30 22:30:10,Unknown,Web,Audience 1,US,North Carolina,"Columbus, North Carolina, United States",Whiteville,Unknown,male,45 - 54,1972,At least once a week,At least once a week,At least once a month,Several times a year,At least once a month,At least once a month,At least once a week,married,one,high_school,self_employed,agriculture_forestry_fishing_or_hunting,black,middle_ii,en,owner_partner,two_to_five,28421 US,28472,South,South Atlantic,7,550,Wilmington,1.43,
-244519917,2022-11-28 18:28:46,2022-11-28 18:29:23,Unknown,iOS,Audience 1,US,North Carolina,"Onslow, North Carolina, United States",Richlands,Unknown,female,35 - 44,1984,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,married,three,university,homemaker,homemaker,white,middle_i,en,other_non_management,do_not_work,28574 US,28574,South,South Atlantic,7,545,Greenville-N.Bern-Washngtn,0.59,
-1736244617,2022-12-01 15:43:30,2022-12-01 15:44:19,Unknown,Web,Audience 1,US,North Carolina,"Martin, North Carolina, United States",Williamston,Unknown,female,> 54,1946,At least once a week,At least once a week,At least once a month,At least once a month,At least once a week,At least once a week,At least once a week,married,three,university,retired,health_care_and_social_assistance,white,lower_ii,en,prefer_not_to_say,do_not_work,35555 US,27892,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,1.79,
-866585173,2022-11-28 18:23:17,2022-11-28 18:24:08,Unknown,iOS,Audience 1,US,North Carolina,"Iredell, North Carolina, United States",Mooresville,Unknown,male,> 54,1945,Several times a year,At least once a month,Several times a year,Several times a year,Several times a year,At least once a month,Never,married,two,university,retired,finance_and_insurance,white,lower_ii,en,prefer_not_to_say,do_not_work,28115 US,28117,South,South Atlantic,13,517,Charlotte,2.16,
-134079599,2022-11-28 19:56:49,2022-11-28 19:57:14,Unknown,iOS,Audience 1,US,North Carolina,"Sampson, North Carolina, United States",Harrells,Unknown,female,18 - 24,1999,At least once a week,At least once a week,At least once a week,At least once a month,At least once a month,At least once a week,Several times a year,married,zero,university,employed_for_wages,health_care_and_social_assistance,white,lower_ii,en,not_work,greater_than_fivethousands,28444 US,28444,South,South Atlantic,9,550,Wilmington,0.48,
2089041239,2022-11-28 15:59:30,2022-11-28 15:59:54,Unknown,Web,Audience 1,US,North Carolina,"Franklin, North Carolina, United States",Youngsville,Unknown,male,> 54,1967,At least once a week,At least once a month,At least once a week,At least once a week,At least once a week,At least once a month,At least once a week,married,one,university,employed_for_wages,health_care_and_social_assistance,asian,middle_ii,en,prefer_not_to_say,one,27525 US,27596,South,South Atlantic,2,560,Raleigh-Durham (Fayetvlle),1.93,
-1427217209,2022-11-28 17:41:13,2022-11-28 17:41:46,Unknown,iOS,Audience 1,US,North Carolina,"Bladen, North Carolina, United States",Bladenboro,Unknown,female,18 - 24,1998,Never,Several times a year,At least once a month,Never,At least once a week,Never,Never,single,zero,high_school,unemployed_looking,other,black,lower_i,en,not_work,do_not_work,28320 US,28320,South,South Atlantic,9,550,Wilmington,0.84,
-61087299,2022-11-28 18:47:14,2022-11-28 18:47:37,Unknown,Android,Audience 1,US,North Carolina,"Richmond, North Carolina, United States",Rockingham,Unknown,female,35 - 44,1986,At least once a week,At least once a month,Several times a year,Never,At least once a month,At least once a week,At least once a week,married,one,university,homemaker,other,asian,lower_ii,en,not_work,do_not_work,28345 US,28379,South,South Atlantic,9,517,Charlotte,0.59,
1972492862,2022-11-28 17:29:50,2022-11-28 17:30:35,Unknown,iOS,Audience 1,US,North Carolina,"Cabarrus, North Carolina, United States",Kannapolis,Unknown,male,25 - 34,1988,Never,At least once a week,At least once a month,At least once a week,At least once a week,At least once a month,Once a year or less,single,zero,high_school,employed_for_wages,information_services_and_data,black,lower_i,en,faculty_staff,fiftyone_to_hundrend,27609 US,28083,South,South Atlantic,8,517,Charlotte,0.71,
-1837399240,2022-11-28 17:18:22,2022-11-28 17:18:49,Unknown,Web,Audience 1,US,North Carolina,"Forsyth, North Carolina, United States",Winston-Salem,Unknown,female,25 - 34,1994,At least once a week,At least once a week,At least once a week,Never,At least once a week,At least once a week,At least once a week,single,one,university,student,other,prefer_not_to_say,lower_i,en,owner_partner,two_to_five,27105 US,27103,South,South Atlantic,5,518,Greensboro-H.Point-W.Salem,0.84,
-1644213991,2022-11-28 17:16:25,2022-11-28 17:16:50,Unknown,iOS,Audience 1,US,North Carolina,"Rockingham, North Carolina, United States",Wentworth,Unknown,female,35 - 44,1978,At least once a week,Never,Several times a year,Never,At least once a week,Never,Once a year or less,single,one,vocational_technical_college,employed_for_wages,hotel_and_food_services,white,lower_i,en,not_work,twohundrendfiftyone_to_fivehundrends,27288 US,27320,South,South Atlantic,6,518,Greensboro-H.Point-W.Salem,0.7,
-338020742,2022-11-28 18:42:35,2022-11-28 18:44:03,Unknown,Web,Audience 1,US,North Carolina,"Rowan, North Carolina, United States",Salisbury,Unknown,male,> 54,1961,At least once a week,At least once a month,At least once a month,Several times a year,At least once a month,At least once a month,Never,single,zero,vocational_technical_college,unemployed_looking,homemaker,asian,middle_ii,en,prefer_not_to_say,two_to_five,28146 US,28146,South,South Atlantic,13,517,Charlotte,2.7,
751267942,2022-11-28 22:47:50,2022-11-28 22:48:37,Unknown,iOS,Audience 1,US,North Carolina,"Brunswick, North Carolina, United States",Shallotte,Unknown,male,45 - 54,1972,At least once a week,At least once a week,At least once a month,At least once a week,At least once a week,At least once a week,At least once a week,divorced,one,vocational_technical_college,unable_to_work,other,white,lower_ii,en,not_work,do_not_work,28469 US,28470,South,South Atlantic,7,550,Wilmington,1.43,
1752309356,2022-11-28 21:01:39,2022-11-28 21:02:14,Unknown,iOS,Audience 1,US,North Carolina,"Wake, North Carolina, United States",Garner,Unknown,female,18 - 24,1999,Several times a year,At least once a week,At least once a month,Several times a year,At least once a week,At least once a month,At least once a month,single,zero,university,employed_for_wages,software,black,lower_i,en,other_non_management,twentysix_to_fifty,27616 US,27529,South,South Atlantic,4,560,Raleigh-Durham (Fayetvlle),0.48,
203870510,2022-11-28 19:44:34,2022-11-28 19:45:12,Unknown,iOS,Audience 1,US,North Carolina,"Alamance, North Carolina, United States",Mebane,Unknown,male,18 - 24,2002,Several times a year,At least once a month,Several times a year,At least once a month,Several times a year,At least once a month,Once a year or less,single,zero,university,student,other,white,middle_i,en,not_work,do_not_work,27302 US,27302,South,South Atlantic,6,560,Raleigh-Durham (Fayetvlle),0.58,
1745426051,2022-11-28 16:16:08,2022-11-28 16:16:48,Unknown,iOS,Audience 1,US,North Carolina,"Macon, North Carolina, United States",Franklin,Unknown,female,> 54,1959,At least once a week,At least once a month,At least once a week,At least once a month,At least once a month,At least once a month,At least once a week,divorced,one,university,unable_to_work,finance_and_insurance,black,lower_i,en,administrative_clerical,twohundrendfiftyone_to_fivehundrends,27701 US,28734,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,2.24,
-489686576,2022-11-28 15:56:27,2022-11-28 15:56:43,Unknown,iOS,Audience 1,US,North Carolina,"Mecklenburg, North Carolina, United States",Charlotte,Unknown,female,25 - 34,1995,At least once a week,At least once a week,At least once a month,At least once a week,At least once a month,At least once a week,At least once a month,living_with_partner,zero,high_school,employed_for_wages,construction,white,middle_ii,en,supervisor,six_to_ten,24317 US,28269,South,South Atlantic,12,517,Charlotte,0.84,
-953709332,2022-11-28 23:31:12,2022-11-28 23:31:29,Unknown,iOS,Audience 1,US,North Carolina,"Cleveland, North Carolina, United States",Mooresboro,Unknown,female,18 - 24,2000,At least once a week,At least once a week,At least once a week,At least once a month,At least once a week,At least once a month,At least once a week,married,zero,university,student,other,white,lower_ii,en,not_work,do_not_work,30824 US,28114,South,South Atlantic,10,567,Greenvll-Spart-Ashevll-And,0.48,
-1439034145,2022-11-28 15:59:36,2022-11-28 16:00:10,Unknown,iOS,Audience 1,US,North Carolina,"Cumberland, North Carolina, United States",Fayetteville,Unknown,female,18 - 24,2001,At least once a month,At least once a month,Several times a year,Never,Several times a year,Once a year or less,Once a year or less,single,zero,university,employed_for_wages,hotel_and_food_services,black,middle_ii,en,faculty_staff,twentysix_to_fifty,28314 US,28314,South,South Atlantic,8,560,Raleigh-Durham (Fayetvlle),0.48,
-1224988845,2022-11-29 00:12:57,2022-11-29 00:13:36,Unknown,Android,Audience 1,US,North Carolina,"Henderson, North Carolina, United States",Hendersonville,Unknown,female,25 - 34,1988,At least once a week,At least once a week,At least once a month,At least once a week,At least once a week,Several times a year,At least once a month,separated,four,high_school,employed_for_wages,health_care_and_social_assistance,multiracial,lower_i,en,other_non_management,fiftyone_to_hundrend,28739 US,28739,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,0.59,
-1571560723,2022-11-28 18:52:09,2022-11-28 18:54:26,Unknown,iOS,Audience 1,US,North Carolina,"Pitt, North Carolina, United States",Winterville,Unknown,female,18 - 24,2002,Once a year or less,At least once a week,At least once a month,Several times a year,Once a year or less,At least once a week,At least once a week,living_with_partner,zero,high_school,student,other,black,lower_i,en,not_work,do_not_work,27834 US,28590,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,0.48,
-1891941052,2022-11-29 03:50:22,2022-11-29 03:50:52,Unknown,Web,Audience 1,US,North Carolina,"Pitt, North Carolina, United States",Winterville,Unknown,male,35 - 44,1978,At least once a month,At least once a week,At least once a month,Several times a year,Once a year or less,Once a year or less,At least once a month,married,two,high_school,employed_for_wages,utilities,hispanic,middle_ii,en,other_non_management,fiftyone_to_hundrend,02301 US,28590,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,0.84,
1829916740,2022-11-28 17:09:10,2022-11-28 17:09:31,Unknown,iOS,Audience 1,US,North Carolina,"Orange, North Carolina, United States",Chapel Hill,Unknown,male,18 - 24,2001,Once a year or less,At least once a week,Never,At least once a week,At least once a week,Several times a year,Never,prefer_not_to_say,zero,high_school,student,finance_and_insurance,black,lower_i,en,not_work,do_not_work,27870 US,27516,South,South Atlantic,6,560,Raleigh-Durham (Fayetvlle),0.58,
-109468255,2022-11-29 01:03:14,2022-11-29 01:03:37,Unknown,iOS,Audience 1,US,North Carolina,"Transylvania, North Carolina, United States",Rosman,Unknown,male,18 - 24,2004,At least once a week,At least once a month,At least once a month,Several times a year,At least once a week,At least once a month,Once a year or less,single,one,high_school,student,other,white,lower_i,en,not_work,do_not_work,46142 US,28772,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,2.08,
-239648287,2022-12-01 00:49:58,2022-12-01 00:51:14,Unknown,Web,Audience 1,US,North Carolina,"Henderson, North Carolina, United States",Hendersonville,Unknown,male,25 - 34,1989,At least once a week,At least once a week,At least once a week,At least once a month,At least once a month,At least once a month,At least once a week,married,one,university,employed_for_wages,personal_services,white,middle_i,en,sales_staff,fiftyone_to_hundrend,32835 US,28791,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,0.69,
103522638,2022-12-04 09:18:06,2022-12-04 09:19:08,Unknown,Web,Audience 1,US,North Carolina,"New Hanover, North Carolina, United States",Wilmington,Unknown,male,45 - 54,1974,Never,Never,At least once a month,Never,Never,Several times a year,Never,widowed,one,postgraduate,employed_for_wages,consulting,black,middle_i,en,hr_manager,thousandone_to_fivethousands,28410 US,28412,South,South Atlantic,7,550,Wilmington,0.84,
-729559782,2022-11-30 06:11:23,2022-11-30 06:12:19,Unknown,Web,Audience 1,US,North Carolina,"Macon, North Carolina, United States",Franklin,Unknown,male,25 - 34,1990,At least once a month,At least once a week,At least once a week,At least once a month,At least once a week,Several times a year,At least once a week,married,two,high_school,self_employed,military,hispanic,middle_i,en,owner_partner,twentysix_to_fifty,92503 US,28734,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,0.69,
1480314601,2022-11-28 16:49:52,2022-11-28 16:50:28,Unknown,iOS,Audience 1,US,North Carolina,"Haywood, North Carolina, United States",Waynesville,Unknown,male,18 - 24,2001,At least once a week,At least once a week,Once a year or less,Once a year or less,At least once a week,At least once a week,At least once a week,single,zero,university,student,other,black,lower_ii,en,not_work,do_not_work,28786 US,28786,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,0.58,
-2133741127,2022-11-28 18:13:53,2022-11-28 18:14:14,Unknown,Web,Audience 1,US,North Carolina,"Guilford, North Carolina, United States",Greensboro,Unknown,female,25 - 34,1988,Once a year or less,Several times a year,At least once a week,Once a year or less,Several times a year,Never,Several times a year,single,one,high_school,employed_for_wages,finance_and_insurance,white,lower_i,en,prefer_not_to_say,fiftyone_to_hundrend,27377 US,27406,South,South Atlantic,13,518,Greensboro-H.Point-W.Salem,0.59,
758586729,2022-11-29 03:18:08,2022-11-29 03:19:22,Unknown,Web,Audience 1,US,North Carolina,"Brunswick, North Carolina, United States",Southport,Unknown,female,45 - 54,1975,At least once a month,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,married,three,postgraduate,employed_for_wages,finance_and_insurance,multiracial,middle_i,en,middle_management,hundrendone_to_twohundrendsfifty,30034 US,28461,South,South Atlantic,7,550,Wilmington,0.7,
-335045539,2022-11-29 04:51:07,2022-11-29 04:51:36,Unknown,Android,Audience 1,US,North Carolina,"Rutherford, North Carolina, United States",Bostic,Unknown,female,25 - 34,1989,At least once a month,At least once a month,Never,Never,At least once a week,Never,At least once a month,single,one,high_school,unemployed_looking,other,white,lower_i,en,not_work,do_not_work,28164 US,28018,South,South Atlantic,10,567,Greenvll-Spart-Ashevll-And,0.57,
224265572,2022-11-28 18:13:31,2022-11-28 18:14:10,Unknown,Web,Audience 1,US,North Carolina,"Surry, North Carolina, United States",Mount Airy,Unknown,male,35 - 44,1986,At least once a week,Several times a year,Once a year or less,Several times a year,At least once a month,Once a year or less,Once a year or less,separated,zero,vocational_technical_college,self_employed,information_other,asian,lower_ii,en,prefer_not_to_say,hundrendone_to_twohundrendsfifty,27030 US,27030,South,South Atlantic,5,518,Greensboro-H.Point-W.Salem,0.71,
1078101371,2022-11-28 21:11:45,2022-11-28 21:12:12,Unknown,iOS,Audience 1,US,North Carolina,"Gaston, North Carolina, United States",Belmont,Unknown,female,25 - 34,1997,Never,Once a year or less,Once a year or less,Once a year or less,Once a year or less,Once a year or less,Never,single,one,high_school,self_employed,human_resources,black,lower_i,en,owner_partner,one,29340 US,28012,South,South Atlantic,10,517,Charlotte,0.84,
-2090621302,2022-11-28 17:47:56,2022-11-28 17:48:14,Unknown,iOS,Audience 1,US,North Carolina,"Wayne, North Carolina, United States",Goldsboro,Unknown,male,18 - 24,2004,At least once a month,At least once a month,Several times a year,Several times a year,At least once a week,At least once a month,Several times a year,living_with_partner,one,high_school,employed_for_wages,hotel_and_food_services,white,middle_i,en,faculty_staff,fiftyone_to_hundrend,27530 US,27534,South,South Atlantic,7,560,Raleigh-Durham (Fayetvlle),2.08,
-1299945381,2022-11-28 16:19:31,2022-11-28 16:20:16,Unknown,iOS,Audience 1,US,North Carolina,"Sampson, North Carolina, United States",Clinton,Unknown,female,45 - 54,1968,At least once a week,Several times a year,Never,Never,Never,Never,Never,divorced,zero,high_school,unable_to_work,other,white,lower_i,en,not_work,do_not_work,28385 US,28328,South,South Atlantic,7,560,Raleigh-Durham (Fayetvlle),1.6,
-181332867,2022-11-28 16:10:59,2022-11-28 16:11:17,Unknown,iOS,Audience 1,US,North Carolina,"Lincoln, North Carolina, United States",Lincolnton,Unknown,male,25 - 34,1989,At least once a month,At least once a week,At least once a month,Several times a year,Several times a year,At least once a week,At least once a month,married,one,university,employed_for_wages,government_and_public_administration,white,middle_i,en,supervisor,twohundrendfiftyone_to_fivehundrends,28092 US,28092,South,South Atlantic,10,517,Charlotte,0.69,
785932418,2022-11-29 14:33:44,2022-11-29 14:34:03,Unknown,iOS,Audience 1,US,North Carolina,"Sampson, North Carolina, United States",Garland,Unknown,male,18 - 24,2000,At least once a month,At least once a month,At least once a month,At least once a month,At least once a month,At least once a month,At least once a month,single,one,high_school,employed_for_wages,automotive,white,lower_i,en,other_non_management,twentysix_to_fifty,28752 US,28441,South,South Atlantic,9,550,Wilmington,0.58,
1540204036,2022-11-28 16:53:02,2022-11-28 16:53:27,Unknown,iOS,Audience 1,US,North Carolina,"Wake, North Carolina, United States",Wendell,Unknown,female,45 - 54,1974,At least once a week,At least once a month,At least once a month,At least once a week,At least once a week,At least once a month,At least once a month,married,one,postgraduate,employed_for_wages,education,white,high_iii,en,faculty_staff,twohundrendfiftyone_to_fivehundrends,27545 US,27591,South,South Atlantic,4,560,Raleigh-Durham (Fayetvlle),0.7,
