ID,Time Started,Time Finished,Manufacturer,OS,Audience,Country,Area,County,City,Provider,Gender,Age,Year Of Birth,How often do you hear about inflation in the media?,How often do you hear about COVID-19 in the media?,How often do you hear about climate change in the media?,How often do you hear about border security in the media?,How often do you hear about gun policies in the media?,How often do you hear about abortion in the media?,How often do you hear about Ukraine in the media?,Marital Status,Number of children,Education,Employment Status,Career,Race,Income,Spoken Languages,Organization Role,Number of Employees,Residential Postal Code,Location Postal Code,US Census Region,US Census Division,US Congressional District,DMA Code,DMA Name,Weight,
-1023416045,2022-11-29 18:07:32,2022-11-29 18:08:02,Unknown,Android,Audience 1,US,North Carolina,"Craven, North Carolina, United States",New Bern,Unknown,male,25 - 34,1992,Never,At least once a week,At least once a week,At least once a week,Once a year or less,At least once a week,At least once a week,living_with_partner,zero,university,employed_for_wages,shipping_distribution,white,middle_i,en,supervisor,twentysix_to_fifty,28560 US,28560,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,0.69,
1975703573,2022-11-28 15:58:44,2022-11-28 15:59:15,Unknown,Android,Audience 1,US,North Carolina,"Mecklenburg, North Carolina, United States",Charlotte,Unknown,male,45 - 54,1968,Never,At least once a month,At least once a week,At least once a month,Never,At least once a week,Once a year or less,married,zero,high_school,employed_for_wages,education,white,middle_i,en,c_level_executive,hundrendone_to_twohundrendsfifty,,28277,South,South Atlantic,12,517,Charlotte,1.93,
1725150056,2022-11-28 22:42:16,2022-11-28 22:42:56,Unknown,Android,Audience 1,US,North Carolina,"Beaufort, North Carolina, United States",Washington,Unknown,male,25 - 34,1988,At least once a week,At least once a week,At least once a week,Several times a year,At least once a week,At least once a month,At least once a month,married,one,vocational_technical_college,self_employed,construction,white,middle_i,en,middle_management,hundrendone_to_twohundrendsfifty,27889 US,27889,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,0.71,
696816060,2022-11-28 21:12:40,2022-11-28 21:13:18,Apple,iOS,Audience 1,US,North Carolina,"Iredell, North Carolina, United States",Mooresville,Unknown,male,35 - 44,1979,At least once a week,At least once a month,At least once a month,Once a year or less,At least once a month,At least once a week,At least once a week,married,three,high_school,unable_to_work,other,white,lower_ii,en,prefer_not_to_say,do_not_work,27021 US,28115,South,South Atlantic,13,517,Charlotte,0.67,
-453705027,2022-11-28 19:48:33,2022-11-28 19:49:06,Unknown,Web,Audience 1,US,North Carolina,"Wake, North Carolina, United States",Holly Springs,Unknown,male,35 - 44,1987,At least once a month,Never,At least once a week,Once a year or less,At least once a week,At least once a week,Several times a year,married,one,high_school,unemployed_looking,shipping_distribution,white,lower_ii,en,supply_manager,do_not_work,,27540,South,South Atlantic,6,560,Raleigh-Durham (Fayetvlle),0.71,
1313628654,2022-11-28 19:37:48,2022-11-28 19:39:26,Unknown,iOS,Audience 1,US,North Carolina,"Halifax, North Carolina, United States",Roanoke Rapids,Unknown,female,18 - 24,2003,Once a year or less,Once a year or less,At least once a month,At least once a month,At least once a month,Once a year or less,Never,living_with_partner,zero,high_school,employed_for_wages,health_care_and_social_assistance,black,lower_i,en,faculty_staff,twohundrendfiftyone_to_fivehundrends,23669 US,27870,South,South Atlantic,1,560,Raleigh-Durham (Fayetvlle),0.48,
-2074367514,2022-11-28 17:45:06,2022-11-28 17:45:40,Unknown,Web,Audience 1,US,North Carolina,"Wake, North Carolina, United States",Cary,Unknown,male,18 - 24,2000,At least once a month,At least once a week,Once a year or less,Once a year or less,Once a year or less,At least once a month,Several times a year,single,zero,high_school,employed_for_wages,marketing_sales,black,middle_ii,en,sales_staff,hundrendone_to_twohundrendsfifty,,27511,South,South Atlantic,4,560,Raleigh-Durham (Fayetvlle),0.58,
2007385619,2022-11-28 23:31:16,2022-11-28 23:31:51,Unknown,Android,Audience 1,US,North Carolina,"Rockingham, North Carolina, United States",Reidsville,Unknown,female,35 - 44,1979,At least once a month,At least once a week,Once a year or less,At least once a month,At least once a week,Never,At least once a month,married,six_or_more,high_school,other,homemaker,white,lower_ii,en,other_non_management,do_not_work,27288 US,27320,South,South Atlantic,6,518,Greensboro-H.Point-W.Salem,0.55,
-1808238018,2022-11-28 18:24:58,2022-11-28 18:25:31,Unknown,Android,Audience 1,US,North Carolina,"New Hanover, North Carolina, United States",Wilmington,Unknown,male,35 - 44,1979,At least once a week,Several times a year,At least once a month,Once a year or less,At least once a week,At least once a week,Several times a year,single,two,high_school,unemployed_looking,other,white,lower_ii,en,prefer_not_to_say,one,28403 US,28403,South,South Atlantic,7,550,Wilmington,0.67,
1582609997,2022-11-28 21:41:09,2022-11-28 21:41:36,Unknown,Android,Audience 1,US,North Carolina,"Lenoir, North Carolina, United States",Kinston,Unknown,male,25 - 34,1988,At least once a week,At least once a month,Never,Once a year or less,At least once a month,At least once a week,Once a year or less,married,two,high_school,employed_for_wages,health_care_and_social_assistance,white,middle_ii,en,president_ceo_chairperson,thousandone_to_fivethousands,28501 US,28504,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,0.71,
1113011429,2022-11-28 20:20:57,2022-11-28 20:21:07,Apple,iOS,Audience 1,US,North Carolina,"Mecklenburg, North Carolina, United States",Huntersville,Unknown,male,35 - 44,1987,At least once a month,At least once a month,Several times a year,Once a year or less,Several times a year,Once a year or less,Once a year or less,living_with_partner,zero,high_school,homemaker,education,prefer_not_to_say,prefer_not_to_say,en,owner_partner,fiftyone_to_hundrend,,28078,South,South Atlantic,12,517,Charlotte,0.71,
-671006752,2022-11-29 14:02:48,2022-11-29 14:03:08,Unknown,iOS,Audience 1,US,North Carolina,"New Hanover, North Carolina, United States",Wilmington,Unknown,male,18 - 24,1999,Once a year or less,At least once a month,Once a year or less,Several times a year,Once a year or less,Once a year or less,Several times a year,single,three,middle_school,unemployed_looking,education,white,prefer_not_to_say,en,supervisor,twentysix_to_fifty,28428 US,28412,South,South Atlantic,7,550,Wilmington,0.58,
1697986647,2022-11-28 21:04:09,2022-11-28 21:04:37,Unknown,iOS,Audience 1,US,North Carolina,"Wayne, North Carolina, United States",Dudley,Unknown,female,35 - 44,1980,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,married,one,high_school,retired,other,prefer_not_to_say,prefer_not_to_say,en,not_work,do_not_work,28365 US,28333,South,South Atlantic,7,560,Raleigh-Durham (Fayetvlle),0.55,
571670474,2022-11-28 18:22:57,2022-11-28 18:23:22,Unknown,iOS,Audience 1,US,North Carolina,"Granville, North Carolina, United States",Oxford,Unknown,female,45 - 54,1971,At least once a week,At least once a week,Several times a year,Several times a year,At least once a month,Several times a year,At least once a month,married,two,university,retired,education,white,prefer_not_to_say,en,prefer_not_to_say,fivehundrendsone_to_thousand,27507 US,27565,South,South Atlantic,6,560,Raleigh-Durham (Fayetvlle),1.18,
597678262,2022-11-28 19:46:02,2022-11-28 19:46:14,Unknown,Web,Audience 1,US,North Carolina,"Durham, North Carolina, United States",Durham,Unknown,female,35 - 44,1983,At least once a month,At least once a month,Once a year or less,At least once a month,At least once a week,Once a year or less,Once a year or less,married,one,university,homemaker,finance_and_insurance,asian,lower_ii,en,prefer_not_to_say,do_not_work,27517 US,27713,South,South Atlantic,6,560,Raleigh-Durham (Fayetvlle),0.55,
1434127183,2022-11-28 19:48:37,2022-11-28 19:48:51,Unknown,Web,Audience 1,US,North Carolina,"Chatham, North Carolina, United States",Pittsboro,Unknown,female,18 - 24,2002,At least once a week,At least once a week,At least once a week,At least once a month,At least once a month,At least once a week,Several times a year,prefer_not_to_say,zero,vocational_technical_college,student,education,white,lower_i,"en,es,fr,it",president_ceo_chairperson,eleven_to_twentyfive,27516 US,27312,South,South Atlantic,6,560,Raleigh-Durham (Fayetvlle),0.48,
749118633,2022-11-28 17:04:04,2022-11-28 17:04:26,Unknown,Web,Audience 1,US,North Carolina,Unknown,Calabash,Unknown,female,35 - 44,1985,At least once a week,Never,Never,Never,Never,Never,Never,married,one,vocational_technical_college,employed_for_wages,hotel_and_food_services,white,lower_ii,en,other_non_management,eleven_to_twentyfive,28470 US,28467,South,South Atlantic,7,550,Wilmington,0.59,
741810742,2022-11-29 05:59:01,2022-11-29 06:00:23,Apple,Web,Audience 1,US,North Carolina,"Onslow, North Carolina, United States",Richlands,Unknown,female,25 - 34,1991,At least once a month,At least once a week,At least once a month,Once a year or less,At least once a month,Once a year or less,At least once a month,single,three,postgraduate,homemaker,other,black,lower_i,en,prefer_not_to_say,prefer_not_to_say,19120 US,28574,South,South Atlantic,7,545,Greenville-N.Bern-Washngtn,0.57,
-1027290432,2022-11-29 04:46:15,2022-11-29 04:46:47,Unknown,iOS,Audience 1,US,North Carolina,"Henderson, North Carolina, United States",Hendersonville,Unknown,male,18 - 24,2004,At least once a week,At least once a week,At least once a month,At least once a month,At least once a week,At least once a week,At least once a week,prefer_not_to_say,three,high_school,employed_for_wages,shipping_distribution,hispanic,middle_i,"en,es",supervisor,greater_than_fivethousands,28792 US,28792,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,2.08,
-977391657,2022-11-28 16:22:42,2022-11-28 16:23:14,Unknown,iOS,Audience 1,US,North Carolina,"Alamance, North Carolina, United States",Burlington,Unknown,female,45 - 54,1977,At least once a week,At least once a week,At least once a month,At least once a week,At least once a week,At least once a week,At least once a week,separated,two,vocational_technical_college,employed_for_wages,arts_entertainment_or_recreation,white,lower_ii,en,administrative_clerical,hundrendone_to_twohundrendsfifty,27217 US,27215,South,South Atlantic,6,518,Greensboro-H.Point-W.Salem,0.7,
-1923467156,2022-11-28 23:04:08,2022-11-28 23:04:55,Unknown,Web,Audience 1,US,North Carolina,"Craven, North Carolina, United States",New Bern,Unknown,male,25 - 34,1991,At least once a week,At least once a week,At least once a month,Several times a year,At least once a month,Several times a year,At least once a week,living_with_partner,three,high_school,self_employed,other,latino,lower_i,en,other_non_management,one,28525 US,28560,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,0.69,
-1034764179,2022-12-07 23:20:43,2022-12-07 23:21:11,Unknown,Android,Audience 1,US,North Carolina,"Brunswick, North Carolina, United States",Leland,Unknown,male,35 - 44,1985,At least once a week,Several times a year,At least once a month,At least once a month,Several times a year,Once a year or less,At least once a week,single,zero,high_school,unemployed_looking,transportation_and_warehousing,white,lower_ii,en,other_non_management,prefer_not_to_say,28469 US,28451,South,South Atlantic,7,550,Wilmington,0.71,
1513756134,2022-11-28 19:02:19,2022-11-28 19:02:50,Unknown,Web,Audience 1,US,North Carolina,"Ashe, North Carolina, United States",Jefferson,Unknown,male,35 - 44,1982,At least once a week,At least once a week,At least once a week,At least once a month,At least once a week,At least once a week,At least once a week,single,one,high_school,self_employed,manufacturing_other,white,lower_i,en,owner_partner,two_to_five,28617 US,28640,South,South Atlantic,5,517,Charlotte,0.67,
-64352888,2022-11-28 22:53:14,2022-11-28 22:53:44,Unknown,Web,Audience 1,US,North Carolina,"Madison, North Carolina, United States",Marshall,Unknown,female,45 - 54,1969,At least once a week,At least once a week,At least once a week,Several times a year,At least once a week,At least once a month,At least once a week,single,zero,postgraduate,retired,health_care_and_social_assistance,white,lower_i,"en,el",prefer_not_to_say,do_not_work,28753 US,28753,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,1.18,
799235186,2022-11-28 16:32:40,2022-11-28 16:33:04,Unknown,Web,Audience 1,US,North Carolina,"Edgecombe, North Carolina, United States",Rocky Mount,Unknown,male,45 - 54,1975,At least once a week,At least once a week,At least once a month,At least once a month,At least once a week,At least once a week,At least once a week,single,zero,university,employed_for_wages,government_and_public_administration,white,middle_i,en,supervisor,greater_than_fivethousands,27842 US,27804,South,South Atlantic,2,560,Raleigh-Durham (Fayetvlle),0.84,
1550695015,2022-11-28 21:18:34,2022-11-28 21:19:29,Unknown,Web,Audience 1,US,North Carolina,"Union, North Carolina, United States",Monroe,Unknown,male,45 - 54,1972,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,married,one,university,employed_for_wages,manufacturing_other,white,high_ii,en,middle_management,thousandone_to_fivethousands,,28110,South,South Atlantic,9,517,Charlotte,1.43,
1578345997,2022-11-28 16:58:55,2022-11-28 16:59:24,Unknown,iOS,Audience 1,US,North Carolina,"Alamance, North Carolina, United States",Mebane,Unknown,male,35 - 44,1984,At least once a week,At least once a month,At least once a week,At least once a week,At least once a month,At least once a week,At least once a week,married,one,postgraduate,employed_for_wages,information_other,white,middle_ii,en,director,eleven_to_twentyfive,27258 US,27302,South,South Atlantic,6,560,Raleigh-Durham (Fayetvlle),0.71,
1991319737,2022-12-01 13:17:33,2022-12-01 13:18:08,Unknown,iOS,Audience 1,US,North Carolina,"Pamlico, North Carolina, United States",Oriental,Unknown,male,> 54,1965,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,married,zero,high_school,unable_to_work,other,white,lower_i,en,owner_partner,do_not_work,28529 US,28571,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,1.93,
-1867532745,2022-11-29 01:10:09,2022-11-29 01:10:28,Unknown,Web,Audience 1,US,North Carolina,"Guilford, North Carolina, United States",High Point,Unknown,male,25 - 34,1990,At least once a month,At least once a week,Once a year or less,Once a year or less,At least once a month,Once a year or less,Never,married,one,postgraduate,employed_for_wages,advertising,white,high_i,en,c_level_executive,fiftyone_to_hundrend,,27265,South,South Atlantic,13,518,Greensboro-H.Point-W.Salem,0.69,
1657944536,2022-11-28 19:57:41,2022-11-28 19:58:52,Unknown,Web,Audience 1,US,North Carolina,"Wilkes, North Carolina, United States",Roaring River,Unknown,female,> 54,1945,At least once a week,Several times a year,Never,Once a year or less,At least once a week,Several times a year,Never,married,zero,high_school,retired,marketing_sales,white,middle_i,en,other_non_management,do_not_work,28669 US,28669,South,South Atlantic,5,518,Greensboro-H.Point-W.Salem,1.79,
1722556510,2022-11-28 21:59:55,2022-11-28 22:03:44,Unknown,Web,Audience 1,US,North Carolina,"Forsyth, North Carolina, United States",Winston-Salem,Unknown,male,45 - 54,1975,Several times a year,Several times a year,Several times a year,Once a year or less,Several times a year,At least once a month,At least once a month,single,zero,vocational_technical_college,employed_for_wages,retail,white,lower_ii,en,sales_staff,fiftyone_to_hundrend,27103 US,27103,South,South Atlantic,5,518,Greensboro-H.Point-W.Salem,0.84,
1114816674,2022-11-28 20:49:53,2022-11-28 20:50:25,Unknown,Android,Audience 1,US,North Carolina,"Alamance, North Carolina, United States",Mebane,Unknown,female,45 - 54,1970,Never,Several times a year,At least once a month,At least once a month,Never,Once a year or less,At least once a month,separated,zero,middle_school,employed_for_wages,legal_services,white,high_ii,"en,fr",c_level_executive,twohundrendfiftyone_to_fivehundrends,,27302,South,South Atlantic,6,560,Raleigh-Durham (Fayetvlle),1.18,
-180023309,2022-11-29 22:04:06,2022-11-29 22:04:37,Unknown,iOS,Audience 1,US,North Carolina,"Brunswick, North Carolina, United States",Supply,Unknown,female,25 - 34,1997,At least once a month,At least once a week,Never,Never,At least once a month,Several times a year,At least once a week,single,one,high_school,unemployed_looking,other,white,lower_i,en,prefer_not_to_say,do_not_work,28468 US,28462,South,South Atlantic,7,550,Wilmington,0.84,
1594001968,2022-11-29 02:34:49,2022-11-29 02:35:31,Unknown,iOS,Audience 1,US,North Carolina,"Burke, North Carolina, United States",Morganton,Unknown,female,> 54,1958,At least once a week,At least once a week,At least once a month,At least once a month,At least once a week,At least once a week,At least once a week,married,one,vocational_technical_college,self_employed,personal_services,white,prefer_not_to_say,en,owner_partner,one,28612 US,28655,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,2.76,
1713141137,2022-11-29 04:55:58,2022-11-29 04:56:29,Unknown,Web,Audience 1,US,North Carolina,"Craven, North Carolina, United States",Havelock,Unknown,female,35 - 44,1979,At least once a week,At least once a week,Several times a year,Several times a year,Several times a year,Several times a year,At least once a week,single,three,vocational_technical_college,unable_to_work,other,white,lower_ii,en,other_non_management,do_not_work,28532 US,28532,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,0.55,
1829386551,2022-11-28 23:42:04,2022-11-28 23:42:37,Unknown,Web,Audience 1,US,North Carolina,"Davidson, North Carolina, United States",Lexington,Unknown,male,45 - 54,1975,At least once a week,At least once a week,At least once a month,At least once a month,At least once a month,At least once a month,At least once a week,living_with_partner,one,vocational_technical_college,employed_for_wages,health_care_and_social_assistance,black,middle_i,en,other_non_management,hundrendone_to_twohundrendsfifty,27292 US,27292,South,South Atlantic,13,518,Greensboro-H.Point-W.Salem,0.84,
-1750807301,2022-12-08 00:36:35,2022-12-08 00:37:17,Unknown,Web,Audience 1,US,North Carolina,"Brunswick, North Carolina, United States",Southport,Unknown,male,> 54,1951,At least once a week,At least once a week,At least once a month,At least once a month,At least once a month,At least once a month,At least once a week,married,four,university,retired,other,hispanic,lower_ii,en,other_non_management,greater_than_fivethousands,28462 US,28461,South,South Atlantic,7,550,Wilmington,2.41,
-1693420575,2022-11-28 18:45:53,2022-11-28 18:46:29,Unknown,Web,Audience 1,US,North Carolina,"Cleveland, North Carolina, United States",Shelby,Unknown,male,45 - 54,1976,Several times a year,At least once a month,At least once a month,Once a year or less,At least once a month,At least once a week,Once a year or less,married,zero,high_school,employed_for_wages,retail,white,middle_i,en,administrative_clerical,fivehundrendsone_to_thousand,28150 US,28150,South,South Atlantic,10,567,Greenvll-Spart-Ashevll-And,0.84,
-2037289475,2022-11-29 03:07:07,2022-11-29 03:07:31,Samsung,Android,Audience 1,US,North Carolina,"Forsyth, North Carolina, United States",Winston-Salem,T-Mobile,male,25 - 34,1990,At least once a month,At least once a week,Several times a year,Once a year or less,At least once a week,Once a year or less,Several times a year,living_with_partner,two,high_school,other,other,white,lower_i,en,craftsman,one,27358 US,27107,South,South Atlantic,13,518,Greensboro-H.Point-W.Salem,0.69,
-780900876,2022-11-29 23:24:51,2022-11-29 23:25:33,Unknown,Android,Audience 1,US,North Carolina,"Beaufort, North Carolina, United States",Washington,Unknown,female,25 - 34,1996,At least once a month,At least once a month,At least once a month,Several times a year,Several times a year,At least once a month,At least once a month,married,two,university,homemaker,homemaker,white,lower_i,en,prefer_not_to_say,do_not_work,27889 US,27889,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,0.84,
2023830389,2022-11-28 16:21:21,2022-11-28 16:21:47,Unknown,Web,Audience 1,US,North Carolina,"Beaufort, North Carolina, United States",Washington,Unknown,female,25 - 34,1994,At least once a month,At least once a week,At least once a month,At least once a month,Several times a year,At least once a week,Once a year or less,single,two,high_school,homemaker,retail,black,lower_ii,en,middle_management,eleven_to_twentyfive,27889 US,27889,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,0.84,
-1063550392,2022-11-28 16:31:21,2022-11-28 16:32:38,Unknown,Web,Audience 1,US,North Carolina,"Cabarrus, North Carolina, United States",Kannapolis,Unknown,female,25 - 34,1990,Several times a year,Several times a year,At least once a month,Never,At least once a month,At least once a month,Once a year or less,single,three,high_school,employed_for_wages,construction,black,middle_ii,en,president_ceo_chairperson,thousandone_to_fivethousands,28217 US,28081,South,South Atlantic,8,517,Charlotte,0.57,
1481133493,2022-11-29 01:09:45,2022-11-29 01:10:28,Unknown,Web,Audience 1,US,North Carolina,"Forsyth, North Carolina, United States",Kernersville,Unknown,male,35 - 44,1985,At least once a week,At least once a week,At least once a month,At least once a month,Several times a year,At least once a month,Several times a year,single,zero,university,unemployed_looking,manufacturing_other,white,lower_ii,en,other_non_management,fiftyone_to_hundrend,27284 US,27284,South,South Atlantic,13,518,Greensboro-H.Point-W.Salem,0.71,
1566009164,2022-11-30 21:32:11,2022-11-30 21:33:15,Unknown,iOS,Audience 1,US,North Carolina,"Brunswick, North Carolina, United States",Shallotte,Unknown,female,35 - 44,1985,At least once a month,At least once a month,Several times a year,Several times a year,At least once a month,At least once a month,At least once a month,married,one,vocational_technical_college,employed_for_wages,other,white,lower_ii,en,other_non_management,twentysix_to_fifty,28470 US,28470,South,South Atlantic,7,550,Wilmington,0.59,
1592672984,2022-11-28 20:27:59,2022-11-28 20:28:47,Unknown,Android,Audience 1,US,North Carolina,"Johnston, North Carolina, United States",Benson,Unknown,female,> 54,1956,At least once a week,At least once a week,At least once a month,At least once a month,At least once a week,At least once a week,At least once a week,divorced,one,university,retired,other,white,lower_i,en,other_non_management,do_not_work,28348 US,27504,South,South Atlantic,7,560,Raleigh-Durham (Fayetvlle),2.76,
-1043031670,2022-11-28 16:46:52,2022-11-28 16:48:14,Unknown,iOS,Audience 1,US,North Carolina,"Mecklenburg, North Carolina, United States",Charlotte,Unknown,female,25 - 34,1992,Never,Several times a year,At least once a week,Never,Several times a year,Several times a year,Never,separated,three,high_school,self_employed,hotel_and_food_services,white,lower_i,en,other_non_management,fiftyone_to_hundrend,29072 US,28262,South,South Atlantic,12,517,Charlotte,0.57,
-951088102,2022-12-01 02:11:52,2022-12-01 02:12:20,Unknown,iOS,Audience 1,US,North Carolina,"Duplin, North Carolina, United States",Wallace,Unknown,female,18 - 24,2000,Several times a year,At least once a month,Several times a year,Never,At least once a month,At least once a month,Several times a year,married,two,high_school,homemaker,homemaker,white,lower_ii,en,prefer_not_to_say,do_not_work,28574 US,28466,South,South Atlantic,7,550,Wilmington,0.48,
-873485312,2022-12-04 07:42:35,2022-12-04 07:42:49,Unknown,iOS,Audience 1,US,North Carolina,"Carteret, North Carolina, United States",Morehead City,Unknown,male,18 - 24,2004,Never,At least once a month,Never,At least once a week,At least once a week,Never,Never,prefer_not_to_say,zero,high_school,employed_for_wages,human_resources,white,middle_i,"en,es",president_ceo_chairperson,eleven_to_twentyfive,28557 US,28557,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,2.08,
-917512127,2022-12-01 00:34:35,2022-12-01 00:35:22,Unknown,Web,Audience 1,US,North Carolina,"Cleveland, North Carolina, United States",Lawndale,Unknown,female,> 54,1965,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,single,two,high_school,employed_for_wages,hotel_and_food_services,white,lower_ii,en,middle_management,six_to_ten,28150 US,28090,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,1.6,
-890884801,2022-11-28 16:47:58,2022-11-28 16:49:00,Unknown,Web,Audience 1,US,North Carolina,"Lincoln, North Carolina, United States",Denver,Unknown,male,45 - 54,1974,At least once a week,Several times a year,Several times a year,At least once a month,Several times a year,At least once a month,At least once a month,single,four,high_school,employed_for_wages,automotive,white,lower_ii,en,owner_partner,one,28092 US,28037,South,South Atlantic,10,517,Charlotte,0.84,
-171279258,2022-11-28 19:10:13,2022-11-28 19:10:41,Unknown,Web,Audience 1,US,North Carolina,"Wilkes, North Carolina, United States",North Wilkesboro,Unknown,female,45 - 54,1972,Once a year or less,At least once a month,Once a year or less,Never,Once a year or less,At least once a month,Several times a year,married,zero,high_school,employed_for_wages,health_care_and_social_assistance,white,lower_i,en,supervisor,fiftyone_to_hundrend,28635 US,28659,South,South Atlantic,5,518,Greensboro-H.Point-W.Salem,1.18,
-142708565,2022-11-30 02:20:34,2022-11-30 02:21:01,Unknown,Web,Audience 1,US,North Carolina,Unknown,Waynesville,Unknown,male,35 - 44,1986,At least once a week,At least once a month,At least once a week,At least once a week,At least once a month,At least once a week,At least once a week,living_with_partner,zero,university,employed_for_wages,marketing_sales,white,lower_ii,en,sales_manager,eleven_to_twentyfive,28786 US,28786,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,0.71,
1433841185,2022-11-29 03:08:42,2022-11-29 03:09:16,Unknown,iOS,Audience 1,US,North Carolina,"Pitt, North Carolina, United States",Greenville,Unknown,male,25 - 34,1997,At least once a week,At least once a week,Several times a year,Several times a year,At least once a month,At least once a week,At least once a week,single,one,high_school,homemaker,homemaker,black,lower_i,en,prefer_not_to_say,do_not_work,28590 US,27834,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,1.02,
32874597,2022-11-28 21:47:27,2022-11-28 21:48:07,Unknown,Web,Audience 1,US,North Carolina,Unknown,Richlands,Unknown,female,> 54,1966,At least once a week,At least once a week,At least once a month,At least once a month,At least once a month,Several times a year,At least once a week,divorced,one,high_school,unable_to_work,homemaker,white,lower_ii,en,not_work,do_not_work,28539 US,28574,South,South Atlantic,7,545,Greenville-N.Bern-Washngtn,1.6,
-29784878,2022-11-28 16:56:17,2022-11-28 16:56:43,Apple,iOS,Audience 1,US,North Carolina,"Cumberland, North Carolina, United States",Fayetteville,AT&T,male,35 - 44,1980,At least once a week,At least once a month,Never,Several times a year,Once a year or less,Once a year or less,At least once a month,single,one,vocational_technical_college,employed_for_wages,manufacturing_other,other,lower_ii,en,supervisor,two_to_five,28376 US,28314,South,South Atlantic,8,560,Raleigh-Durham (Fayetvlle),0.67,
745630093,2022-11-28 18:31:47,2022-11-28 18:32:13,Unknown,Web,Audience 1,US,North Carolina,"Cabarrus, North Carolina, United States",Concord,Unknown,male,35 - 44,1985,At least once a month,At least once a month,Several times a year,Several times a year,Several times a year,Several times a year,At least once a month,living_with_partner,zero,university,employed_for_wages,health_care_and_social_assistance,black,lower_ii,en,other_non_management,greater_than_fivethousands,28027 US,28027,South,South Atlantic,8,517,Charlotte,0.71,
2103185927,2022-11-30 21:08:44,2022-11-30 21:09:16,Unknown,iOS,Audience 1,US,North Carolina,"Buncombe, North Carolina, United States",Arden,Unknown,female,35 - 44,1978,Once a year or less,Never,Never,Once a year or less,Never,Never,Never,divorced,two,postgraduate,employed_for_wages,government_and_public_administration,white,middle_i,en,other_non_management,fivehundrendsone_to_thousand,28803 US,28704,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,0.7,
855705084,2022-11-28 16:35:08,2022-11-28 16:36:22,Unknown,Web,Audience 1,US,North Carolina,"Vance, North Carolina, United States",Kittrell,Unknown,male,> 54,1943,At least once a week,At least once a week,At least once a week,At least once a month,At least once a month,At least once a month,At least once a week,married,three,university,retired,telecommunications,white,lower_i,en,middle_management,do_not_work,27572 US,27544,South,South Atlantic,2,560,Raleigh-Durham (Fayetvlle),4.36,
1999241254,2022-11-28 16:02:35,2022-11-28 16:03:09,Apple,iOS,Audience 1,US,North Carolina,"Cleveland, North Carolina, United States",Kings Mountain,Unknown,female,35 - 44,1983,Several times a year,At least once a week,Several times a year,Several times a year,At least once a month,At least once a month,At least once a week,single,one,vocational_technical_college,employed_for_wages,health_care_and_social_assistance,white,lower_ii,en,administrative_clerical,fiftyone_to_hundrend,29526 US,28086,South,South Atlantic,10,517,Charlotte,0.55,
1601935721,2022-11-28 18:22:00,2022-11-28 18:22:39,Unknown,Web,Audience 1,US,North Carolina,"Gaston, North Carolina, United States",Mount Holly,Unknown,male,45 - 54,1976,At least once a week,At least once a month,At least once a month,Several times a year,At least once a month,Several times a year,At least once a week,living_with_partner,two,high_school,employed_for_wages,manufacturing_other,asian,middle_i,en,administrative_clerical,fiftyone_to_hundrend,28078 US,28120,South,South Atlantic,10,517,Charlotte,0.84,
1688598787,2022-11-28 19:27:27,2022-11-28 19:28:14,Unknown,Web,Audience 1,US,North Carolina,"Cumberland, North Carolina, United States",Spring Lake,Unknown,male,> 54,1959,At least once a week,At least once a month,At least once a month,Several times a year,At least once a month,At least once a month,At least once a week,married,zero,high_school,unemployed_looking,other,white,lower_ii,en,not_work,do_not_work,53221 US,28390,South,South Atlantic,8,560,Raleigh-Durham (Fayetvlle),2.7,
1857603193,2022-11-29 01:57:31,2022-11-29 01:59:05,Samsung,Web,Audience 1,US,North Carolina,"Brunswick, North Carolina, United States",Southport,Unknown,female,> 54,1961,At least once a week,Several times a year,Several times a year,Never,At least once a week,Once a year or less,At least once a month,divorced,one,postgraduate,self_employed,agriculture_forestry_fishing_or_hunting,white,lower_ii,en,other_non_management,do_not_work,32904 US,28461,South,South Atlantic,7,550,Wilmington,2.24,
