"","Article.Title","Link","Date.Published","News.Outlet","Preview","Key.Author","All.Authors"
"43","Donna Chavis explains the Principles of Environmental Justice ...","<a href='https://www.newsobserver.com/news/state/north-carolina/article255390706.html' target='_blank'>Link to Article</a>","2021-10-29","www.newsobserver.com","Donna Chavis, Robeson County resident and member of the Lumbee Tribe, was one of the organizers of The First National People of Color Environmental Leadership Summit in 1991. She explains the principles that are foundational to environmental justice.","Adam Wagner",""
"44","NC budget pays for flood resilience measures, projects | Raleigh ...","<a href='https://www.newsobserver.com/news/politics-government/article255866176.html' target='_blank'>Link to Article</a>","2021-11-17","www.newsobserver.com","North Carolina suffered billions of dollars in flood damage in recent storms. The budget Gov. Cooper says he’ll sign presents a path for future mitigation.","Adam Wagner",""
"45","EPA's Michael Regan on PFAS plan, regulating chemicals in NC ...","<a href='https://www.newsobserver.com/news/politics-government/article255143177.html' target='_blank'>Link to Article</a>","2021-10-21","www.newsobserver.com","Exclusive: ‘Forever chemicals’ have been found in drinking water throughout North Carolina, but they can’t all be regulated at once. Here’s why.","Adam Wagner",""
"46","NC Gov. Cooper nominates former lobbyist to be DEQ secretary ...","<a href='https://www.newsobserver.com/news/politics-government/article252333198.html' target='_blank'>Link to Article</a>","2021-06-24","www.newsobserver.com","Elizabeth Biser’s appointment marks the second time NC Gov. Roy Cooper will try to fill the DEQ secretary’s position left open earlier this year.","Adam Wagner",""
"47","NC legislators approve bill stopping local natural gas bans | Raleigh ...","<a href='https://www.newsobserver.com/news/politics-government/article256206242.html' target='_blank'>Link to Article</a>","2021-11-30","www.newsobserver.com","Similar legislation has passed in at least 20 other states. It is moving ahead, even though no NC governments have tried to ban natural gas.","Adam Wagner",""
"48","5 things we learned from reporting on NC's Highway 12 in OBX ...","<a href='https://www.newsobserver.com/news/state/north-carolina/article253427634.html' target='_blank'>Link to Article</a>","2021-08-13","www.newsobserver.com","From the science behind Highway 12’s vulnerability to the tourism spending it makes possible, these are some of the things that helped us understand the road.","Adam Wagner",""
"49","Uber driver charged with sex crimes in Wake County incident ...","<a href='https://www.newsobserver.com/news/local/crime/article252955673.html' target='_blank'>Link to Article</a>","2021-07-22","www.newsobserver.com","A woman reported she was sexually assaulted by her Uber driver in May. Sheriff Gerald Baker said he wants to prevent similar incidents from happening.","Adam Wagner",""
"50","RTP gained $4.5 billion in investments, including Apple | Raleigh ...","<a href='https://www.newsobserver.com/news/business/article252040618.html' target='_blank'>Link to Article</a>","2021-06-11","www.newsobserver.com","The Research Triangle Park drew $4.5 billion in announced investments during the COVID-19 pandemic, including Apple’s East Coast headquarters.","Adam Wagner",""
"51","Does NC energy bill deal mean state budget agreement's next ...","<a href='https://www.newsobserver.com/news/politics-government/article254959687.html' target='_blank'>Link to Article</a>","2021-10-13","www.newsobserver.com","Gov. Roy Cooper signed a controversial piece of energy legislation Wednesday, indicating that a budget compromise between the Republican-controlled legislature and Democratic governor may also be possible this year.","Adam Wagner",""
"52","NC governor signs compromise energy bill. What it means | Raleigh ...","<a href='https://www.newsobserver.com/news/politics-government/article254971222.html' target='_blank'>Link to Article</a>","2021-10-13","www.newsobserver.com","The Democratic governor and Republican lawmakers met in the middle to pass the state energy bill. How will it affect customers and the environment?","Adam Wagner",""
"53","Durham Police bring murder charges against a pair of teens ...","<a href='https://www.newsobserver.com/news/local/crime/article252963138.html' target='_blank'>Link to Article</a>","2021-07-22","www.newsobserver.com","The teens have been charged in the death of a 15-year-old found fatally shot in a car in Durham.","Adam Wagner",""
"54","Duke Energy in national EV charging station highway group ...","<a href='https://www.newsobserver.com/news/business/article256620576.html' target='_blank'>Link to Article</a>","2021-12-17","www.newsobserver.com","Would seeing a charging station just off the Interstate make you more likely to buy an electric car? Duke and other utilities hope so.","Adam Wagner",""
"55","NC Governor Cooper vetoes GOP bill to block natural gas bans ...","<a href='https://www.newsobserver.com/news/politics-government/article256429936.html' target='_blank'>Link to Article</a>","2021-12-09","www.newsobserver.com","The bill seeks to prevent North Carolina’s local governments from taking an action that none of them have attempted.","Adam Wagner",""
"56","NC Republicans, Democratic governor reach deal on energy bill ...","<a href='https://www.newsobserver.com/news/politics-government/article254677812.html' target='_blank'>Link to Article</a>","2021-10-01","www.newsobserver.com","North Carolina Republican legislative leaders worked out an agreement with Democratic Gov. Roy Cooper on an energy plan unveiled Friday. The compromise, if signed into law, would codify Cooper’s long-term clean energy plan.","Adam Wagner",""
"57","NC sues makers of firefighting foam over PFAS contamination ...","<a href='https://www.newsobserver.com/news/politics-government/article255476066.html' target='_blank'>Link to Article</a>","2021-11-04","www.newsobserver.com","The PFAS lawsuits focus on firefighter training facilities and Air Force National Guard sites in North Carolina.","Adam Wagner",""
"58","Ain't no party like a budget party because a budget party don't stop ...","<a href='https://www.newsobserver.com/news/politics-government/article252338508.html' target='_blank'>Link to Article</a>","2021-06-25","www.newsobserver.com","Did someone forward this to you? Click here to subscribe to this weekly newsletter.","Adam Wagner",""
