"","Article.Title","Link","Date.Published","News.Outlet","Preview","Key.Author","All.Authors"
"97","Steel and cement manufacturing produce eight times more ...","<a href='https://www.wral.com/story/steel-and-cement-manufacturing-produce-eight-times-more-emissions-than-aviation/20739247/' target='_blank'>Link to Article</a>","2023-02-27","www.wral.com","Steel and cement production account for roughly 16% of global greenhouse gas emissions, but two Israel-based companies are hoping to change that.","Liz McLaughlin",""
"99","Discount solar program returns for Triangle residents","<a href='https://www.wral.com/story/discount-solar-program-returns-for-triangle-residents/20815680/' target='_blank'>Link to Article</a>","2023-04-17","www.wral.com","""Solarize the Triangle,"" a local program that can save thousands on installation, launches Friday for a second year after record signups. One Durham resident who took advantage of the program last year to install panels says his energy bill went from hundreds of dollars to $16 per month.","Liz McLaughlin",""
"101","Mixed reaction to Duke Energy's push for customers to pay extra in ...","<a href='https://www.wral.com/story/mixed-reaction-to-duke-energy-s-push-for-customers-to-pay-extra-in-support-of-clean-energy/20810289/' target='_blank'>Link to Article</a>","2023-04-13","www.wral.com","Duke Energy is encouraging customers to sign up for a program called ""Renewable Advantage."" It's pitched as ""an easy way to support renewable energy and help reduce your environmental impact.""","Liz McLaughlin",""
"102","Raleigh buses will soon be powered by human waste","<a href='https://www.wral.com/story/raleigh-buses-will-soon-be-powered-by-human-waste/20823039/' target='_blank'>Link to Article</a>","2023-04-21","www.wral.com","Raleigh Water is moving to a new wastewater treatment system that will generate biogas that can fuel between 50-70 GO Raleigh buses each day.","Liz McLaughlin",""
"103","The myth of plastic recycling","<a href='https://www.wral.com/story/the-myth-of-plastic-recycling/20602938/' target='_blank'>Link to Article</a>","2022-11-28","www.wral.com","Only about 5% of plastic waste is recycled, meaning most of the plastic we use ends up in our landfills and oceans.","Liz McLaughlin",""
"104","More car batteries are expected to fail this winter due to climate ...","<a href='https://www.wral.com/story/more-car-batteries-are-expected-to-fail-this-winter-due-to-climate-change/20625467/' target='_blank'>Link to Article</a>","2022-12-12","www.wral.com","Extreme heat can cut short the overall life of car batteries. After the third hottest summer on record, auto retailers say they are already seeing a spike in demand for batteries.","Liz McLaughlin",""
"105","Nags Head clinic central to the development of climate resiliency ...","<a href='https://www.wral.com/story/nags-head-clinic-central-to-the-development-of-climate-resiliency-tools-for-frontline-clinics-nationwide/20698019/' target='_blank'>Link to Article</a>","2023-01-31","www.wral.com","Climate change is impacting patients in a growing number of ways, from health hazards in flood waters to issues with access to care.","Liz McLaughlin",""
"106","Brunswick County property owners want to know how wind power ...","<a href='https://www.wral.com/story/brunswick-county-property-owners-want-to-know-how-wind-power-would-impact-their-ocean-view/20776250/' target='_blank'>Link to Article</a>","2023-03-22","www.wral.com","Offshore wind is blowing up in momentum in North Carolina  But the push is raising some concerns in Brunswick County, where government officials recently held a open house for the community.","Liz McLaughlin",""
"108","EPA announces water infrastructure investment at Clayton site","<a href='https://www.wral.com/story/epa-announces-water-infrastructure-investment-at-clayton-site/20790821/' target='_blank'>Link to Article</a>","2023-03-31","www.wral.com","Michael Regan, EPA administrator and NC native, announced new federal water infrastructure funding after touring a water reclamation facility under construction in Clayton, North Carolina.","Liz McLaughlin",""
"109","New urban landscapes need to survive climate changes decades ...","<a href='https://www.wral.com/story/new-urban-landscapes-need-to-survive-climate-changes-decades-away/20666002/' target='_blank'>Link to Article</a>","2023-01-10","www.wral.com","As communities prepare to receive $1.5 billion in federal funding to support urban forestry, experts say it's important to plant diverse and resilient trees to avoid mass mortality events from climate change.","Liz McLaughlin",""
"110","Raleigh wastewater will soon generate fuel for up to 70 buses","<a href='https://www.wral.com/raleigh-wastewater-will-soon-generate-fuel-for-up-to-70-buses/20823039/' target='_blank'>Link to Article</a>","2023-04-21","www.wral.com","Raleigh Water is moving to a new wastewater treatment system that will generate biogas that can fuel between 50-70 GO Raleigh buses each day.","Liz McLaughlin",""
"111","Early spring on the way, for better or worse","<a href='https://www.wral.com/story/early-spring-on-the-way-for-better-or-worse/20712773/' target='_blank'>Link to Article</a>","2023-02-09","www.wral.com","A new report shows spring leaves are showing up sooner this year. Fewer freezing winter nights are paving the way for warmer afternoons and spring-like weather that can have an impact on allergies, pests, and plants.","Liz McLaughlin",""
"112","Executives say sustainability is good for business","<a href='https://www.wral.com/story/executives-say-sustainability-is-good-for-business/20786794/' target='_blank'>Link to Article</a>","2023-03-29","www.wral.com","Executives from FUJIFILM, Lenovo, SAS, and John Deere said cutting emissions can benefit the bottom line while improving our environment at the Raleigh Chamber's first sustainability conference Wednesday. Michael Regan, head of the U.S. Environmental Protection Agency, called the market demand for greener products and policies a ""win-win opportunity.""","Liz McLaughlin",""
"113","Women struggle to get potentially cancer-causing breast implants ...","<a href='https://www.wral.com/story/women-struggle-to-get-potentially-cancer-causing-breast-implants-removed-four-years-after-recall/20767581/' target='_blank'>Link to Article</a>","2023-03-16","www.wral.com","Since manufacturer Allergan recalled textured implants in 2019 due to a link to cancer, thousands of women with the implants have been grappling with what to do.","Liz McLaughlin",""
"114","Searching for a sustainable replacement for single-use plastics in ...","<a href='https://www.wral.com/searching-for-a-sustainable-replacement-for-single-use-plastics-in-agriculture/20769179/' target='_blank'>Link to Article</a>","2023-03-17","www.wral.com","An Israeli company and N.C. State researchers are working together to replace single-use plastics in farming and developing nations with products made from organic waste.","Liz McLaughlin",""
"115","Chapel Hill officials move forward with plan to build government ...","<a href='https://www.wral.com/story/chapel-hill-officials-move-forward-with-plan-to-build-government-offices-on-site-with-toxic-coal-ash/20753782/' target='_blank'>Link to Article</a>","2023-03-08","www.wral.com","Chapel Hill's town council voted 7-1 to move forward with plans to build municipal offices on top of toxic coal ash.","Liz McLaughlin",""
"116","Gov. Cooper on offshore wind energy development in NC: ""It's the ...","<a href='https://www.wral.com/story/gov-cooper-on-offshore-wind-in-nc-it-s-the-right-thing-to-do/20746284/' target='_blank'>Link to Article</a>","2023-03-03","www.wral.com","Industry leaders discussed the logistical challenges and economic potential of offshore wind development off North Carolina's coast at a Duke conference today.","Liz McLaughlin",""
"117","Water woes: Underserved communities in North Carolina struggle to ...","<a href='https://www.wral.com/water-woes-underserved-communities-in-north-carolina-struggle-to-upgrade-infrastructure/20669669/' target='_blank'>Link to Article</a>","2023-01-12","www.wral.com","North Carolina has earmarked more than 3 billion dollars to upgrade water infrastructure in the state, but Shadi Eskaf, director of the DEQ Division of Water Infrastructure, says there are far more applications than grants available.","Liz McLaughlin",""
"118","Cleanaire NC Conference highlights health disparities","<a href='https://www.wral.com/cleanaire-nc-conference-highlights-health-disparities/20800316/' target='_blank'>Link to Article</a>","2023-04-06","www.wral.com","Charlotte hosted a climate health conference on Thursday. The hybrid event provided the opportunity for attendees to advocate for the health of North Carolinians by proposing solutions that address climate change and air pollution.","Liz McLaughlin",""
"119","Replacing single-use plastics with biomaterials","<a href='https://www.wral.com/replacing-single-use-plastics-with-biomaterials/20769302/' target='_blank'>Link to Article</a>","2023-03-17","www.wral.com","An Israeli company and N.C. State researchers are working together to replace single-use plastics in farming and developing nations with products made from organic waste.","Liz McLaughlin",""
"120","Drought, climate, pests, disease: NC State breeding more resilient ...","<a href='https://www.wral.com/story/drought-climate-pests-disease-nc-state-breeding-more-resilient-christmas-trees/20628773/' target='_blank'>Link to Article</a>","2022-12-14","www.wral.com","Climate change is threatening Christmas tree crops, according to North Carolina State University researchers, who are working to make trees more resilient through genetics.","Liz McLaughlin",""
"121","Wake Tech receives federal funds to train electric vehicle students","<a href='https://www.wral.com/wake-tech-receives-federal-funds-to-train-electric-vehicle-students/20730496/' target='_blank'>Link to Article</a>","2023-02-21","www.wral.com","Companies that build electric vehicles and the parts they need have announced major investments in the state. Now, federal funding will help train the people who can keep those cars running.","Liz McLaughlin",""
"122","At climate summit, rich countries consider reparations for developing ...","<a href='https://www.wral.com/at-climate-summit-rich-countries-consider-reparations-for-developing-nations/20561163/' target='_blank'>Link to Article</a>","2022-11-07","www.wral.com","The United Nations annual climate summit is underway in Egypt where global leaders will be discussing climate goals over the next two weeks.","Liz McLaughlin",""
"123","Climate change is making some homes too costly to insure","<a href='https://www.wral.com/story/climate-change-is-making-some-homes-too-costly-to-insure/20656289/' target='_blank'>Link to Article</a>","2023-01-04","www.wral.com","As climate change threatens the U.S. with more natural disasters, it's becoming increasingly costly for Americans to insure their homes, experts say.","Liz McLaughlin",""
"124","Contamination concerns at Teer Quarry, a future drinking water ...","<a href='https://www.wral.com/contamination-concerns-at-teer-quarry-a-future-drinking-water-supply-for-durham/20554303/' target='_blank'>Link to Article</a>","2022-11-03","www.wral.com","The Department of Environmental Quality found toxic chemicals, including carcinogen 1,4-dioxane, have been found in groundwater near Teer Quarry.","Liz McLaughlin",""
"125","Food waste, set to spike over the holidays, is fueling climate change","<a href='https://www.wral.com/food-waste-set-to-spike-over-the-holidays-is-fueling-climate-change/20584879/' target='_blank'>Link to Article</a>","2022-11-18","www.wral.com","The largest category of waste in landfills is discarded food, according to the EPA. The wasted resources and methane released from food waste is contributing to climate change. If global food waste was a country, it would be the third largest greenhouse gas emitter behind China and the United States.","Liz McLaughlin",""
"126","Solarize the Triangle 2023 discount program launches Friday","<a href='https://www.wral.com/solarize-the-triangle-2023-discount-program-launches-friday/20815683/' target='_blank'>Link to Article</a>","2023-04-17","www.wral.com","The move is to help the Triangle move toward green energy, with one member of Raleigh City Council taking the plunge already.","Liz McLaughlin",""
"127","NC Department of Environmental Quality has nearly 1 in 5 jobs unfilled","<a href='https://www.wral.com/nc-department-of-environmental-quality-has-nearly-1-in-5-jobs-unfilled/20578495/' target='_blank'>Link to Article</a>","2022-11-15","www.wral.com","Nearly one in five NCDEQ positions are vacant, limiting the agency's ability to protect the state's water, air and soil.","Liz McLaughlin",""
"128","Environmental tips for a greener holiday season","<a href='https://www.wral.com/environmental-tips-for-a-greener-holiday-season/20639446/' target='_blank'>Link to Article</a>","2022-12-21","www.wral.com","Americans generate more waste and emissions during the holiday season, but there are easy ways to make your gifts greener.","Liz McLaughlin",""
"129","Holiday Giving: Highlighting environmental nonprofits","<a href='https://www.wral.com/holiday-giving-highlighting-environmental-nonprofits/20604489/' target='_blank'>Link to Article</a>","2022-11-29","www.wral.com","A roundup of highly-rated environmental charities tackling water safety, environmental justice, policy, and climate change.","Liz McLaughlin",""
"130","Study finds toxic chemicals in freshwater fish eaten in NC","<a href='https://www.wral.com/study-finds-toxic-chemicals-in-freshwater-fish-eaten-in-nc/20680124/' target='_blank'>Link to Article</a>","2023-01-19","www.wral.com","Exposure to 'forever chemicals' from eating just one serving of freshwater fish is equivalent to drinking contaminated water for an entire month, according to an analysis of data from the Environmental Protection Agency.","Liz McLaughlin",""
"131","What parts of earth are hit hardest by global warming?","<a href='https://www.wral.com/what-parts-of-earth-are-hit-hardest-by-global-warming/20566963/' target='_blank'>Link to Article</a>","2022-11-09","www.wral.com","Climate Central released a new report and map tool showing the impact of climate change on the temperatures we experience each day - including areas hardest hit by global warming.","Liz McLaughlin",""
"132","Widespread flight cancelations continue at RDU, across country","<a href='https://www.wral.com/widespread-flight-cancelations-continue-at-rdu-across-country/20646741/' target='_blank'>Link to Article</a>","2022-12-28","www.wral.com","Every canceled flight at Raleigh-Durham International Airport on Wednesday morning is a Southwest Airlines flight.","Liz McLaughlin",""
"133","Environmental nonprofit options for Giving Tuesday donations","<a href='https://www.wral.com/environmental-nonprofit-options-for-giving-tuesday-donations/20604561/' target='_blank'>Link to Article</a>","2022-11-29","www.wral.com","A roundup of highly-rated environmental charities tackling water safety, environmental justice, policy and climate change.","Liz McLaughlin",""
"134","Critical staffing shortage at NC Department of Environmental Quality","<a href='https://www.wral.com/amp/critical-staffing-shortage-at-nc-department-of-environmental-quality/20578484/' target='_blank'>Link to Article</a>","2022-11-15","www.wral.com","Nearly one in five NCDEQ positions are vacant, limiting the agency's ability to protect the state's water, air, and soil. Lack of funding is a major factor, with some DEQ salaries as much as $15,000 below the industry average.","Liz McLaughlin",""
"135","No timeline for public water at two Cumberland County schools","<a href='https://www.wral.com/story/no-timeline-for-public-water-at-two-cumberland-county-schools/20681771/' target='_blank'>Link to Article</a>","2023-01-20","www.wral.com","Students at Gray's Creek Elementary and Alderman Road Elementary schools in Cumberland County have been drinking bottled water for three years due to safety concerns after thousands of wells in the area were tainted with ""forever chemicals"" from a Chemours plant. Now, concerned families are asking for a more permanent solution.","Liz McLaughlin",""
"136","NC leaders hold conference to discuss future of wind energy","<a href='https://www.wral.com/nc-leaders-hold-conference-to-discuss-future-of-wind-energy/20745917/' target='_blank'>Link to Article</a>","2023-03-03","www.wral.com","Momentum for offshore wind development is picking up in our state with an international agreement this week between North Carolina and Denmark.","Liz McLaughlin",""
"137","NC, Denmark embark on offshore wind energy partnership","<a href='https://www.wral.com/nc-denmark-embark-on-offshore-wind-energy-partnership/20742362/' target='_blank'>Link to Article</a>","2023-03-01","www.wral.com","The North Carolina Department of Commerce and the Danish Energy Agency entered an agreement to become partners and collaborators in the advancement of offshore wind by sharing information and best practices.","Liz McLaughlin",""
"138","Duke Energy preps for increased demand for EVs in North Carolina","<a href='https://www.wral.com/duke-energy-preps-for-increased-demand-for-evs-in-north-carolina/20620290/' target='_blank'>Link to Article</a>","2022-12-08","www.wral.com","It's possible, but Duke Energy says it's ready to adapt to a spike in demand by beefing up the grid and giving consumers incentives to charge vehicles during off-peak hours. Power concerns and lack of public infrastructure could be stifling widespread EV adoption.","Liz McLaughlin",""
"139","Raleigh hosts first-ever sustainability conference","<a href='https://www.wral.com/raleigh-hosts-first-ever-sustainability-conference/20787029/' target='_blank'>Link to Article</a>","2023-03-29","www.wral.com","Executives from large companies with a presence in the Triangle touted progress toward environmental goals Wednesday at the Raleigh Chamber's inaugural sustainability conference.","Liz McLaughlin",""
"140","North Carolina slipping from Paris Climate Accord goal","<a href='https://www.wral.com/north-carolina-slipping-from-paris-climate-accord-goal/20773037/' target='_blank'>Link to Article</a>","2023-03-20","www.wral.com","While North Carolina is still fairing better than most of the United States, it is still part of a dire warning issued by the United Nations.","Liz McLaughlin",""
"141","Terrible travel snarls expected to last into Tuesday","<a href='https://www.wral.com/terrible-travel-snarls-expected-to-last-into-tuesday/20645128/' target='_blank'>Link to Article</a>","2022-12-26","www.wral.com","Airline officials were telling arrivals at RDU that it could be up to 72 hours before bags and people are reunited.","Liz McLaughlin",""
"142","Climate change impacts patient access to health care","<a href='https://www.wral.com/climate-change-impacts-patient-access-to-health-care/20698187/' target='_blank'>Link to Article</a>","2023-01-31","www.wral.com","Climate change is impacting patients in a growing number of ways, from health hazards in flood waters to issues with access to care.","Liz McLaughlin",""
"143","From flush to bus: Raleigh has new fuel source","<a href='https://www.wral.com/from-flush-to-bus-raleigh-has-new-fuel-source/20823141/' target='_blank'>Link to Article</a>","2023-04-21","www.wral.com","Raleigh will turn wastewater into biogas to fuel buses.","Liz McLaughlin",""
"144","Leaders discuss future of offshore wind energy development in ...","<a href='https://www.wral.com/leaders-discuss-future-of-offshore-wind-energy-development-in-north-carolina/20746341/' target='_blank'>Link to Article</a>","2023-03-03","www.wral.com","Industry leaders discussed the logistical challenges and economic potential of offshore wind development off North Carolina's coast at a Duke conference today.","Liz McLaughlin",""
"145","Neighbors worry about optics of wind turbines at NC coast","<a href='https://www.wral.com/neighbors-worry-about-optics-of-wind-turbines-at-nc-coast/20776294/' target='_blank'>Link to Article</a>","2023-03-22","www.wral.com","In coastal communities that rely on tourism, fears of giant wind turbines looming over the shore is a top concern.","Liz McLaughlin",""
"146","Tree diversity key to helping slow climate change","<a href='https://www.wral.com/tree-diversity-key-to-helping-slow-climate-change/20666172/' target='_blank'>Link to Article</a>","2023-01-10","www.wral.com","North Carolina communities are anticipating an influx of federal funds to plant more trees in urban areas. WRAL News has more on why cities need more trees and more diversity due to climate change","Liz McLaughlin",""
"147","North Carolina faces many environmental challenges","<a href='https://www.wral.com/north-carolina-faces-many-environmental-challenges/20777237/' target='_blank'>Link to Article</a>","2023-03-23","www.wral.com","Leaders at a water conference at NC State this week are addressing the swath of challenges that threaten the state -- including climate change, pollution, and drinking water contamination.","Liz McLaughlin",""
"148","Federal funding to help train Wake Tech students on electric vehicles","<a href='https://www.wral.com/federal-funding-to-help-train-wake-tech-students-on-electric-vehicles/20730497/' target='_blank'>Link to Article</a>","2023-02-21","www.wral.com","Companies that build electric vehicles and the parts they need have announced major investments in the state. Now, federal funding will help train the people who can keep those cars running.","Liz McLaughlin",""
"149","""This is heartbreaking"": Study finds dangerous chemicals in ...","<a href='https://www.wral.com/this-is-heartbreaking-study-finds-dangerous-chemicals-in-freshwater-fish/20679753/' target='_blank'>Link to Article</a>","2023-01-19","www.wral.com","Exposure to 'forever chemicals' from eating just one serving of freshwater fish is equivalent to drinking contaminated water for an entire month, according to an analysis of data from the Environmental Protection Agency.","Liz McLaughlin",""
"150","Researchers find genes that help Christmas trees resist climate ...","<a href='https://www.wral.com/researchers-find-genes-that-help-christmas-trees-resist-climate-change/20628968/' target='_blank'>Link to Article</a>","2022-12-14","www.wral.com","Climate change is threatening Christmas tree crops, according to North Carolina State University researchers, who are working to make trees more resilient through genetics.","Liz McLaughlin",""
"151","Duke Energy promotes program to encourage customers to pay ...","<a href='https://www.wral.com/duke-energy-promotes-program-to-encourage-customers-to-pay-extra-to-support-clean-energy/20810408/' target='_blank'>Link to Article</a>","2023-04-13","www.wral.com","Duke Energy is encouraging customers to sign up for a program called ""Renewable Advantage."" It's pitched as ""an easy way to support renewable energy and help reduce your environmental impact.""","Liz McLaughlin",""
"152","Don't drink and drive this New Year's Eve","<a href='https://www.wral.com/don-t-drink-and-drive-this-new-year-s-eve/20649860/' target='_blank'>Link to Article</a>","2022-12-30","www.wral.com","There are 71% more crashes involving alcohol and drugs in the 12-hour period straddling New Year's Eve than the average weekend night, according to SafeAuto.com.","Liz McLaughlin",""
"153","95% of plastic waste isn't recycled","<a href='https://www.wral.com/95-of-plastic-waste-isn-t-recycled/20602970/' target='_blank'>Link to Article</a>","2022-11-28","www.wral.com","Only about 5% of plastic waste is recycled, meaning most of the plastic we use ends up in our landfills and oceans.","Liz McLaughlin",""
"154","Nearly 200 countries gather for climate summit","<a href='https://www.wral.com/nearly-200-countries-gather-for-climate-summit/20561577/' target='_blank'>Link to Article</a>","2022-11-07","www.wral.com","After intense talks and growing pressure, U.S. climate envoy John Kerry and other leaders agreed to discuss the controversial topic of ""loss and damage,"" reparations for poor countries on the front lines of climate change.","Liz McLaughlin",""
"155","The end of free returns could be good for the environment","<a href='https://www.wral.com/the-end-of-free-returns-could-be-good-for-the-environment/20660205/' target='_blank'>Link to Article</a>","2023-01-06","www.wral.com","Returns have been growing year over year, creating millions of pounds of waste and needless emissions from shipping. Major retailers are starting to charge for returns, which could have a positive impact on the environment.","Liz McLaughlin",""
"156","Water shutoffs report: Pollution driving up water costs","<a href='https://www.wral.com/water-shutoffs-report-pollution-driving-up-water-costs/20641174/' target='_blank'>Link to Article</a>","2022-12-22","www.wral.com","More than 2 million Americans are living without access to clean water. A new report from the U.S. Water Alliance analyzed water shutoffs in eight cities and found that shutoffs are four times longer in majority-black communities.","Liz McLaughlin",""
"157","North Carolina, other states aiming to stop plastic pollution at the ...","<a href='https://www.wral.com/north-carolina-other-states-aiming-to-stop-plastic-pollution-at-the-source/20615021/' target='_blank'>Link to Article</a>","2022-12-05","www.wral.com","As landfills across America reach capacity, a growing number of states are passing extended producer responsibility laws to curb waste at the source. Meanwhile, Orange County aims to reach zero waste by 2045.","Liz McLaughlin",""
"158","'Eco-anxiety' has doubled in past 5 years, study finds","<a href='https://www.wral.com/eco-anxiety-has-doubled-in-past-5-years-study-finds/20554637/' target='_blank'>Link to Article</a>","2022-11-03","www.wral.com","A recent study shows the number of people with ""eco-anxiety"" has doubled in the past five years.","Liz McLaughlin",""
"160","Vote expected on whether to build police station on site with coal ash","<a href='https://www.wral.com/vote-expected-on-whether-to-build-police-station-on-site-with-coal-ash/20753800/' target='_blank'>Link to Article</a>","2023-03-08","www.wral.com","Officials are meeting to discuss controversy surrounding a development site in Chapel Hill that sits on top of toxic coal ash.","Liz McLaughlin",""
"161","NC gas prices jump 11 cents in two weeks","<a href='https://www.wral.com/nc-gas-prices-jump-11-cents-in-two-weeks/20653394/' target='_blank'>Link to Article</a>","2023-01-02","www.wral.com","On Jan. 2, AAA showed the average price of a tank of gas was back above $3 in Raleigh and across the state, about 10 cents higher than the week before. Meanwhile, the state is also tacking on an additional 2 cents per gallon, pushing that tax from 38.5 cents to 40.5 per gallon.","Liz McLaughlin",""
"162","NC schools getting green upgrades that will save $250000 per year","<a href='https://www.wral.com/nc-schools-getting-green-upgrades-that-will-save-250-000-per-year/20677708/' target='_blank'>Link to Article</a>","2023-01-18","www.wral.com","According to estimates from NC Greenpower, the non-profit that coordinated the light installation project, schools across the state will collectively save more than $250,000 each year.","Liz McLaughlin",""
"163","Will widespread adoption of EVs crash the power grid?","<a href='https://www.wral.com/will-widespread-adoption-of-evs-crash-the-power-grid/20620203/' target='_blank'>Link to Article</a>","2022-12-08","www.wral.com","It's possible, but Duke Energy says it's ready to adapt to a spike in demand by beefing up the grid and giving consumers incentives to charge vehicles during off-peak hours. Power concerns and lack of public infrastructure could be stifling widespread EV adoption.","Liz McLaughlin",""
"164","Water shutoffs report: Black communities more likely to lack access ...","<a href='https://www.wral.com/water-shutoffs-report-black-communities-more-likely-to-lack-access-to-clean-water-in-america/20641156/' target='_blank'>Link to Article</a>","2022-12-22","www.wral.com","More than 2 million Americans are living without access to clean water. A new report from the U.S. Water Alliance analyzed water shutoffs in eight cities and found that shutoffs are four times longer in majority-black communities.","Liz McLaughlin",""
"165","NC State takes on textile waste","<a href='https://www.wral.com/nc-state-takes-on-textile-waste/20785268/' target='_blank'>Link to Article</a>","2023-03-28","www.wral.com","Various fabrics fill landfills across America. A researcher and a master's student at NC State are looking to change how much fabric is discarded.","Liz McLaughlin",""
"166","NC Water and Equity Summit focuses on serving underserved ...","<a href='https://www.wral.com/nc-water-and-equity-summit-focuses-on-serving-underserved-communities/20669991/' target='_blank'>Link to Article</a>","2023-01-12","www.wral.com","North Carolina has earmarked more than 3 billion dollars to upgrade water infrastructure in the state, but Shadi Eskaf, director of the DEQ Division of Water Infrastructure, says there are far more applications than grants available.","Liz McLaughlin",""
"167","Pilot, meteorologist killed in WBTV News helicopter crash in Charlotte","<a href='https://www.wral.com/pilot-meteorologist-killed-in-wbtv-news-helicopter-crash-in-charlotte/20592813/' target='_blank'>Link to Article</a>","2022-11-22","www.wral.com","WBTV reported Tuesday afternoon that meteorologist Jason Myers and pilot Chip Tayag died in the crash along I-77 near Tyvola Road.","Liz McLaughlin",""
