"","Article.Title","Link","Date.Published","News.Outlet","Preview","Key.Author","All.Authors"
"26","Proposed Georgia Power rate increase to be heard by PSC","<a href='https://www.ajc.com/news/proposed-georgia-power-rate-increase-to-be-heard-by-psc/46XACQUNLVCTLO5SRELQIBVF3U/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Georgia Power's 2.7 million customers would start paying much more on their monthly power bills starting next year if the utility's proposed rate increase is approved.","Drew Kann",""
"27","Coalition wants to bring regional hydrogen hub to Georgia","<a href='https://www.ajc.com/news/coalition-wants-to-bring-regional-hydrogen-hub-to-georgia/QFY6IP3UOFE4RIODU2OUVIOS2A/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","A coalition assembled by Sen. Jon Ossoff, that includes Atlanta Mayor Andre Dickens and more than 20 other Georgia business, academic and clean energy leaders, is seeking to bring one of several proposed hydrogen hubs to the region.","Drew Kann",""
"28","Medical device company Boston Scientific plans $62.5 million facility ...","<a href='https://www.ajc.com/news/medical-device-company-plans-625-million-facility-in-johns-creek/ADRWLFIQAVEXVDFTQ2ZE4J4ZTM/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Medical device producer Boston Scientific plans to build a new $62.5 million manufacturing and supply chain facility in Johns Creek, Gov. Brian Kemp’s office announced Tuesday.","Drew Kann",""
"29","Critics warn Georgia Power's proposed rate hikes won't be the last","<a href='https://www.ajc.com/news/critics-warn-georgia-powers-proposed-rate-hikes-wont-be-the-last/VJAGPBY2RNAYJGQE5H3M4ZHBHU/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Witnesses for Georgia Power testified for hours in front of state regulators this week to justify the company’s plan to raise rates by nearly 12% over the next three years.","Drew Kann",""
"30","Climate bill could be a game changer for Georgia solar. Here's why","<a href='https://www.ajc.com/news/climate-bill-could-be-a-game-changer-for-georgia-solar-heres-why/CWQEBM6YTFCYBEVI5IF3SOH4G4/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","After the Senate’s passage of the Inflation Reduction Act, panel producers and clean energy advocates say few states are better positioned than Georgia to capitalize on the brighter days that lie ahead for the solar industry.","Drew Kann",""
"31","Tests find 'forever chemicals' in Chattahoochee, other Georgia rivers","<a href='https://www.ajc.com/news/tests-find-forever-chemicals-in-chattahoochee-other-georgia-rivers/AZCW76JFG5F47ERGM6IDAJE7O4/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","So-called “forever chemicals” have been detected in several Georgia rivers, including the Chattahoochee River, which serves as the primary source of drinking water for the city of Atlanta, according to a new report.","Drew Kann",""
"32","Feel like 2022 has been hotter than normal in Atlanta? You'd be right","<a href='https://www.ajc.com/news/feel-like-2022-has-been-hotter-than-normal-in-atlanta-youd-be-right/RASTFUL7ZBE23IX4LW7ROIQYN4/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","The first six months of 2022 has been one of the hottest starts to a year in Atlanta’s recorded history, according to a new analysis of federal data.","Drew Kann",""
"33","Cumberland Island on Georgia coast could see more visitors. Will it ...","<a href='https://www.ajc.com/news/could-a-plan-to-increase-visitors-spoil-cumberland-islands-charm/AMAP4GNJO5EKPEUH5THEC5SXWA/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","When Congress made Cumberland Island as a national seashore, the rules were clear: The wildlife refuge on Georgia’s coast would be managed differently than most parks. The NPS is accepting comments until Friday on a proposed increase in daily visitors","Drew Kann",""
"34","Vogtle co-owners take Georgia Power to court over cost disputes","<a href='https://www.ajc.com/news/vogtle-co-owners-take-georgia-power-to-court-over-cost-disputes/DXQQAP6UWBEDXHIWF2WQIYQNRI/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","As two long-delayed nuclear reactors at Plant Vogtle appear to be nearing completion, two of the units’ co-owners have taken their partner, Georgia Power, to court in a dispute over who should bear the brunt of the project’s rising costs.","Drew Kann",""
"35","Update: Warnock introduces EV tax credit bill to give grace period to ...","<a href='https://www.ajc.com/news/warnock-introduces-ev-tax-credit-bill-to-give-grace-period-to-hyundai/PJG5UR6OL5EIRJWKSA74LQADT4/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","U.S. Sen. Raphael Warnock plans to introduce a bill Thursday to tweak requirements for electric vehicle tax credits in President Joe Biden’s signature climate and health law.","Drew Kann",""
"36","Extreme heat drives major jump in Southern Company's second ...","<a href='https://www.ajc.com/news/extreme-heat-drives-major-jump-in-southern-company-profits/5RVS347YGVGIDBLRGVR6YXFWAY/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Hot weather and high fuel costs in the first half of the year drove a huge jump in Southern Company’s earnings in the second quarter, the company announced Thursday.","Drew Kann",""
"37","Georgia Power still opposed to expanding popular rooftop solar ...","<a href='https://www.ajc.com/news/georgia-power-still-opposed-to-expanding-popular-rooftop-solar-program/UL5Y7UG6HRHFTHFY6ACMSTW7OQ/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Georgia Power said last week it remains opposed to expanding a popular solar program advocates say would encourage more households to install panels on their roofs.","Drew Kann",""
"38","Rome in Northwest Georgia grapples with toxic 'forever chemicals' in ...","<a href='https://www.ajc.com/news/rome-is-grappling-with-toxic-forever-chemicals-fouling-waterways/PQ3OZY6W4ZHVJJKENNQEAUGHZ4/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","“Forever chemicals” have been used for decades to add oil-, water-, and heat-resistance to dozens of products — from pans and food wrappers to fabric and carpets. But their stubborn resistance to breaking down in nature and the proliferation of PFAS-treated products means traces can be found even in some of the most remote environments on Earth. Residents of Rome, Georgia are experiencing that firsthand.","Drew Kann",""
"39","State regulators approve Georgia Power rate hike","<a href='https://www.ajc.com/news/state-regulators-approve-georgia-power-rate-hike/U2WFIW7I6VCNRDZIUV4S7C4UEA/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","In a 4-1 vote Tuesday, state regulators at the Georgia Public Service Commission (PSC) approved a plan that will allow Georgia Power to raise rates and collect roughly $1.8 billion more from its customers through 2025.","Drew Kann",""
"40","Georgia farmers scramble to save harvests as Hurricane Ian ...","<a href='https://www.ajc.com/news/georgia-farmers-scramble-to-save-harvests-as-hurricane-ian-approaches/M3WJQE2ALRFFBMHBBPO5E7OEVM/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","South Georgia farmers, still stung by Hurricane Michael four years ago, are keeping wary eyes on the skies as Hurricane Ian approaches.","Drew Kann",""
"41","Bird flu detected in Georgia backyard flock, agency says","<a href='https://www.ajc.com/news/bird-flu-detected-in-georgia-backyard-flock-agency-says/PTQH57ZQKNGGJAKZFBIVVQD664/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","For the first time this year, a highly contagious variant of bird flu has been detected in a domestic flock in Georgia, the state’s Department of Agriculture announced Thursday.","Drew Kann",""
"42","As rising temps reshape Georgia's fruit industry, citrus takes root","<a href='https://www.ajc.com/news/how-the-peach-state-is-becoming-a-home-for-citrus/PKLBJ2XYTZCYXOOFEB3WLCFA3A/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","A look at how climate change is affecting Georgia produce farmers. Even if they don’t believe in human-caused climate change, farmers across South Georgia are having to adjust to changes in the growing season, precipitation, heat and other factors. This story would be a window into the practical implications of climate change and Georgia’s top industry.","Drew Kann",""
"43","Big Georgia companies keep silent after Supreme Court abortion ...","<a href='https://www.ajc.com/news/business/big-georgia-companies-keep-mum-after-divisive-abortion-ruling/TJMGZV2IKBCZBHW3O5LSSGLQBM/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Many of Georgia's largest companies have declined to comment publicly about how they will respond to the state's new abortion law.","Drew Kann",""
"44","Georgia Power seeks rate hike of nearly 12% over three years","<a href='https://www.ajc.com/news/georgia-power-seeks-rate-hike-of-nearly-12-over-three-years/272VHXR5MVBYTNJKQSBI5VOIQ4/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","As fears of a recession grow and inflation remains near a 40-year high, Georgia Power announced Friday that it is asking state regulators to approve an electricity rate hike of nearly 12% over the next three years for its 2.7 million customers.","Drew Kann",""
"45","Scrap metal plant fined $311k for 'serious' health, safety violations","<a href='https://www.ajc.com/news/scrap-metal-plant-fined-311k-for-serious-health-safety-violations/ETVY2EYGGBAJPJOMIALNCKYODY/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","An Atlanta scrap metal facility that drew the attention of federal environmental regulators earlier this year was cited by U.S. Department of Labor investigators for a host of workplace violations, including failing to keep surfaces clear of lead and exposing employees to a litany of other dangers, including possible amputation.","Drew Kann",""
"46","As Rivian works to clear permit hurdles, residents want site details","<a href='https://www.ajc.com/news/as-rivian-works-to-clear-permit-hurdles-residents-want-site-details/Q63ZDIVR3NCVLKSP6N65YMG4U4/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","At a state-organized meeting Wednesday to address local residents concerns about Rivian’s $5 billion EV factory, a company representative defended its environmental track record and reiterated its commitment to protecting local water supplies and wildlife habitats.","Drew Kann",""
"47","Fertilizer or pollutant? Soil amendments cause stir in rural Georgia","<a href='https://www.ajc.com/news/fertilizer-or-pollutant-soil-amendments-cause-stir-in-rural-georgia/CPXASF7WAREG5NNGHUL75ITAQI/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Soil amendments have been used on Georgia farms for years and are regulated by the state Department of Agriculture. But their use ― and what’s allowed under Georgia law — has turned into an issue in this year’s contest for Agriculture Commissioner, with one of the two major candidates having played a leading role in weakening local regulatory authority.","Drew Kann",""
"48","Agreement sheds light on Georgia Power's evolving energy plans","<a href='https://www.ajc.com/news/agreement-sheds-light-on-georgia-powers-evolving-energy-plans/7OPTYRGENNGRLESFGAW54RTAYY/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Georgia Power is likely to shelve its battery storage system aspirations for now, while tweaking its method for containing coal ash at one power plant, according to a new agreement filed this week with state utility regulators on the company’s long-range energy plans.","Drew Kann",""
"49","Democratic candidate faces court challenge to eligibility for PSC seat","<a href='https://www.ajc.com/news/business/democratic-candidate-faces-court-challenge-to-eligibility-for-psc-seat/T6EPJIRJWJBVLPNI4KH74AUDFY/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","The winner of the Democratic primary for a Georgia Public Service Commission seat is facing a legal challenge to her eligibility based on a residency requirement.","Drew Kann",""
"50","Georgia Power to wean off coal, add gas and solar under approved ...","<a href='https://www.ajc.com/news/georgia-power-to-wean-off-coal-add-gas-and-solar-under-approved-plan/2S3C747SJBHZTMNPY6BNTXY7KE/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","State regulators voted Thursday to approve Georgia Power’s long-term plan for generating and distributing electricity, allowing the company to continue its phase out of its remaining coal-fired power plants and replace them with natural gas and solar energy.","Drew Kann",""
"51","Mining company Twin Pines sues over Army Corps' ruling on ...","<a href='https://www.ajc.com/news/mining-company-sues-over-army-corps-ruling-on-okefenokee-mine/ACKYUY3TL5ABDCT3XEV77VKCSA/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","The company behind a years-long quest to mine for titanium at the edge of the Okefenokee National Wildlife Refuge has filed a new lawsuit over a recent ruling that restored federal oversight of the project.","Drew Kann",""
"52","Ag commissioner candidates spar over sludge spreading controversy","<a href='https://www.ajc.com/news/ag-commissioner-candidates-spar-over-sludge-spreading-controversy/6ZRHOHHASZALPGJUVEELCWVEKU/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","The three candidates seeking to become Georgia’s next Agriculture Commissioner took the debate stage Monday, sparring over nuisances that have besieged parts of the state and their readiness to guide the state’s powerhouse agriculture industry.","Drew Kann",""
"53","Cloud software acquisition completed with Cox Enterprises investment","<a href='https://www.ajc.com/news/cloud-software-acquisition-completed-with-cox-enterprises-investment/GZQ2EOAH6JF4LMLKFTVW7EPKJI/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","OpenGov, a software company known for its cloud services geared toward state and local governments, announced this week it has acquired Cartegraph, another public agency-focused cloud software developer, with new funding from Atlanta-based Cox Enterprises.","Drew Kann",""
"54","New project aims to map Atlanta's air pollution divide","<a href='https://www.ajc.com/news/new-project-aims-to-map-atlantas-air-pollution-divide/EMFQT7ZB7BBNNBRNA5EH3QADWU/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","A new federally-funded research partnership between a local nonprofit, Georgia Tech researchers and local schools will explore the impacts of air pollution on children on the city’s mostly Black and historically neglected south side.","Drew Kann",""
"55","Cargill and Continental Grain acquire chicken giant Sanderson Farms","<a href='https://www.ajc.com/news/sanderson-farms-merges-with-another-chicken-giant-after-acquisition/FXB72WRKQBAKTNKZK6TGXUS4TE/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Two of the world’s biggest food conglomerates announced Friday that they have acquired Sanderson Farms and will merge it with another chicken producer, forming a new poultry giant that will be headquartered in Georgia.","Drew Kann",""
"56","U.S. Army Corps sued over controversial Okefenokee mining project","<a href='https://www.ajc.com/news/us-army-corps-sued-over-controversial-okefenokee-mining-project/QX2COF4RV5HUBNPQO6CHHOMWY4/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Four conservation groups sued the U.S. Army Corps of Engineers Tuesday in federal court over a decision this summer to remove itself from reviewing the environmental impact of a mine planned near the Okefenokee Swamp, which placed permitting for the project back in the hands of state environmental regulators.","Drew Kann",""
"57","Hyundai factory groundbreaking highlights EV promise and ...","<a href='https://www.ajc.com/news/hyundai-factory-groundbreaking-highlights-ev-promise-and-challenges/PAH2M4CAXJFMNKRWAWPQCZMZKQ/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","The groundbreaking at a $5 billion Hyundai electric vehicle plant near Savannah shows the EV industry is moving into a higher gear. It comes as Rivian begins construction on a similarly sized plant near Atlanta. But that doesn't mean there aren't obstacles in the road, including changes to tax credits and lawsuits against local incentives.","Drew Kann",""
"58","City Hall calls regulators' rooftop solar decision 'disappointing'","<a href='https://www.ajc.com/news/city-hall-calls-regulators-rooftop-solar-decision-disappointing/V2XP6J5HTJFFNMNH3YS4I3ZLKQ/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Days after the Georgia Public Service Commission’s (PSC) vote to allow Georgia Power to collect $1.8 billion from its customers over the next three years, the city of Atlanta is praising some aspects of the plan, but called regulators’ decision not to grow a popular rooftop solar program “disappointing.”","Drew Kann",""
"59","Bird flu outbreak reported at Noah's Ark Animal Sanctuary in Henry ...","<a href='https://www.ajc.com/news/authorities-work-to-contain-bird-flu-at-henry-animal-sanctuary/SC3XVUAZFZFP5NIHHU4N5M62L4/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","A number of birds have been killed in an outbreak of bird flu at Noah’s Ark Animal Sanctuary, south of Atlanta, state officials confirmed Monday, the latest cases in Georgia during what has been an active season for the virus nationwide.","Drew Kann",""
"60","Harper wins agriculture commissioner race","<a href='https://www.ajc.com/news/harper-leads-in-race-to-become-next-agriculture-commissioner/SZMAKQQ6YJFE7EZH27QUESOPYA/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Republican state Sen. Tyler Harper will become Georgia’s next agriculture commissioner, according to the Associated Press.","Drew Kann",""
"61","Georgia Power's 'Smart Usage' rate plan draws scrutiny","<a href='https://www.ajc.com/news/georgia-powers-smart-usage-rate-plan-draws-scrutiny/QMZKN77DPFEVHLFGS3IRZ23IKM/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Georgia Power says its “Smart Usage” rate plan is designed to offer consumers an incentive to use energy at times of lower demand and save money. But that’s not the way it’s working out, Georgia Public Service Commission public interest staffers and other experts testified this week during hearings on the company’s proposal to raise its electricity rates.","Drew Kann",""
"62","Hyundai breaks ground on massive Georgia EV plant","<a href='https://www.ajc.com/news/hyundai-to-break-ground-on-massive-georgia-ev-plant/6OJAPIPU3NGHFBKY74MEY3DC6U/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Hyundai Motor Group held a ceremonial groundbreaking Tuesday near Savannah for its $5.54 billion electric vehicle “Metaplant,” the company's biggest investment outside South Korea and the largest economic development project in Georgia history.","Drew Kann",""
"63","Yeezy fallout with Adidas leads to layoffs at Georgia shoe ...","<a href='https://www.ajc.com/news/adidas-yeezy-fallout-triggers-layoffs-at-local-shoe-manufacturer/VYDPXKFYHJFZPPEHO5YAQKKRL4/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Adidas’ decision to end its lucrative partnership with the rapper Ye, formerly known as Kanye West, in the wake of his recent antisemitic comments is triggering layoffs at a local shoe manufacturer.","Drew Kann",""
"64","Vogtle co-owner votes to halt its spending on the nuclear project","<a href='https://www.ajc.com/news/vogtle-co-owner-votes-to-halt-its-spending-on-the-nuclear-project/JXH3E7AMLNAGRHQFIJYZNNYMPU/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Weeks after two other co-owners of the nuclear units under construction at Plant Vogtle took Georgia Power to court in a cost dispute, the board of Dalton Utilities voted this week to halt its spending on the reactors, citing concerns over the project’s rising price tag.","Drew Kann",""
"65","Harper, Hemingway vie to bring new leadership to state's Ag Dept.","<a href='https://www.ajc.com/news/harper-hemingway-vie-to-bring-new-leadership-to-states-agriculture-department/6QFORZFY2ZGONETTOR5W7XJD6U/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","For only the third time in over half a century, Georgia’s Department of Agriculture will have a new leader in 2023, with Republican state Sen. Tyler Harper and Democrat Nakita Hemingway, Libertarian David Raudabaugh and independent Mollie Beavers running to lead the agency.","Drew Kann",""
"66","Georgia to phase in new rules banning some wild animals as pets","<a href='https://www.ajc.com/news/georgia-to-phase-in-new-rules-banning-some-wild-animals-as-pets/64L32EBV2BFTVJN6D63JTMCQIQ/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","State regulators are placing new limits on which wild animals can be bought, sold and kept as pets in Georgia, citing the threat invasive species pose to the state’s native wildlife.","Drew Kann",""
"67","Interior secretary, Ossoff visit Okefenokee as mining project advances","<a href='https://www.ajc.com/news/interior-secretary-ossoff-visit-okefenokee-as-mining-project-advances/D7CESDTUEJDCXCAKNUFLP2JKOU/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","With a controversial plan to mine titanium near the edge of the Okefenokee National Wildlife Refuge still alive, U.S. Sec. of the Interior Deb Haaland and Sen. Jon Ossoff paid a visit to the swamp.","Drew Kann",""
"68","Democrat fights to stay in Public Service Commission race amid ...","<a href='https://www.ajc.com/news/democrat-fights-to-stay-in-psc-race-amid-redistricting-controversy/GG34U3D45BFT7OEG5HDHMCMHV4/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","A Democratic Public Service Commission (PSC) candidate facing disqualification challenged the state’s residency requirement in court Tuesday, arguing a judge should allow her to stay in the race, in part due to an alleged campaign by her opponent to draw her out of the district boundaries.","Drew Kann",""
"69","Milliken: Georgia textile plant with history of pollution violations will ...","<a href='https://www.ajc.com/news/textile-plant-with-history-of-pollution-violations-will-shut-down/U4FTJ4QT5NCX7LMYETBMZYI73M/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","The Milliken & Company textile plant, which has a history of pollution violations along the Ogeechee River in eastern Georgia, announced Wednesday that it plans to shut down for good.","Drew Kann",""
"70","Shoe company Okabashi Brands will renovate its Gwinnett plant and ...","<a href='https://www.ajc.com/news/shoe-company-renovating-its-gwinnett-plant-and-adding-340-new-jobs/OG775QHVKNBQTJFKLQBY7QOMNU/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Gwinnett County-based sandal and flip-flop manufacturer Okabashi Brands announced Thursday that it will invest $20 million and create 340 new jobs over the next five years as it renovates and expands its Buford production plant.","Drew Kann",""
"71","Georgia Power will turn millions more tons of coal ash into concrete","<a href='https://www.ajc.com/news/georgia-power-will-turn-millions-more-tons-of-coal-ash-into-concrete/VXNIXU7RPJDRZBY2E7DVOFDFGE/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","On Wednesday, the Georgia Power announced plans to begin harvesting roughly 600,000 tons of coal ash each year from Plant Bowen near Cartersville to produce concrete for roads, buildings and bridges across Georgia.","Drew Kann",""
"72","Inflation Reduction Act a wrench in Hyundai plans for Georgia ...","<a href='https://www.ajc.com/news/inflation-reduction-act-throws-a-wrench-in-hyundais-plans-for-55-billion-ev-plant/Z5CVM676BZCRLDNT2CPMBQIQ7U/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Hyundai Motor Group’s plans to break ground on a new electric vehicle factory near the Georgia coast have been complicated by a sprawling climate law signed last month by President Joe Biden, which was intended, in part, to spur more domestic production of EVs.","Drew Kann",""
"73","Okefenokee mine project dealt major blow by Army Corps of ...","<a href='https://www.ajc.com/news/okefenokee-mine-project-dealt-major-blow-by-army-corps-of-engineers/ONFVJ3VE3NAFPIDAG5PGW6EN4I/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","A controversial titanium mine planned on the doorstep of the Okefenokee National Wildlife Refuge was dealt a major blow Friday when the U.S. Army Corps of Engineers moved to restore federal oversight of the project.","Drew Kann",""
"74","Hyundai presses U.S. government for flexibility with EV tax credits","<a href='https://www.ajc.com/news/hyundai-presses-us-government-for-flexibility-with-ev-tax-credits/24SXS4MNVVDW3L2ZZTOCWFIBOE/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Korean officials and Hyundai Motor Group used the occasion of its Georgia EV plant groundbreaking to urge Washington to restore tax credits for plug-in vehicles Hyundai currently makes in Korea until it can start production in the U.S.","Drew Kann",""
"75","Hurricane Ian: Largely spared, Georgia looks to help neighboring ...","<a href='https://www.ajc.com/news/hurricane-ian-flights-canceled-residents-watch-for-more-flooding/WF53IHT3HFGTPDFHHKQV7EYR34/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","St. Simons Island - Friday in coastal Georgia was a day of cleanup for some and feeling thankful for many.","Drew Kann",""
"76","Georgia weather: Why we may be in for a warm fall and winter","<a href='https://www.ajc.com/news/a-triple-dip-la-nina-is-likely-heres-what-it-means-for-georgia/3MSCGNYVHJHVTBU76IGRP4HYFY/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","The hotter than normal temperatures that Georgia has felt so far in 2022 are likely to continue into early fall and possibly beyond, a new federal forecast shows.","Drew Kann",""
"77","How a rare voting rights win took two races off Georgia ballots","<a href='https://www.ajc.com/politics/how-a-rare-voting-rights-win-took-two-races-off-georgia-ballots/FPJNKD4L2NF7HFNLR53K7RJ3DY/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","A rare voting rights victory in the courts resulted in the cancellation of this year's elections for Georgia's utility regulatory board, the Public Service Commission. The case went all the way to the U.S. Supreme Court after a federal judge decided that at-large, statewide elections for the Public Service Commission illegally diluted the voting power of Black Georgians.","Drew Kann",""
"78","Coastal Georgia businesses exhale as Hurricane Ian skirts by","<a href='https://www.ajc.com/news/business/coastal-georgia-businesses-exhale-as-hurricane-ian-skirts-by/OY6R736R4RHODKQVDZDLEAGSVE/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Coastal businesses in Georgia escaped most of the impact of Hurricane Ian.","Drew Kann",""
"79","Georgia Power settles cost dispute with Vogtle co-owner","<a href='https://www.ajc.com/news/georgia-power-settles-cost-dispute-with-vogtle-co-owner/5PK5QERLKJGATAAPF3PI4RMTRU/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Georgia Power will pay $76 million to settle a cost-sharing dispute with a co-owner of the new nuclear reactors under construction at Plant Vogtle near Augusta, putting an end to one of several disagreements tied to the project’s still rising price tag.","Drew Kann",""
"80","As Vogtle's nuclear units move toward completion, rate hikes lie ahead","<a href='https://www.ajc.com/news/as-vogtles-nuclear-units-move-toward-completion-rate-hikes-lie-ahead/MMGHUJWDQND6ZJW3NFTIX7GI2E/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Georgia Power and Southern Nuclear staff said this week that the two new nuclear reactors under construction at Plant Vogtle remain on track to begin generating electricity next year, but rate increases are on the horizon for the company's customers.","Drew Kann",""
"81","Southern Company earnings jump to $1.5 billion in third quarter","<a href='https://www.ajc.com/news/southern-company-reports-earnings-jump-15-billion-in-third-quarter/5C5XTWPXT5EM5CSTN6AYUEAOJM/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Earnings for Atlanta-based utility giant Southern Company, the parent of Georgia Power, rose for the second-straight quarter, driven mainly by increases in usage and the rates the customers are charged for electricity, as well as continued progress on the two new nuclear reactors at Plant Vogtle, the company said.","Drew Kann",""
"82","Rivian project gets federal wetlands permit, site work to expand","<a href='https://www.ajc.com/news/rivian-project-gets-federal-wetlands-permit-site-work-to-expand/HEBZICUXC5FHHHXXRVVFBAUV44/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Rivian’s $5 billion electric vehicle factory planned for a rural site an hour east of Atlanta cleared a major environmental hurdle Wednesday, when the federal government granted the project a key permit allowing the state to begin grading the entire 2,000-acre site.","Drew Kann",""
"83","Some candidates bashed the Rivian EV deal. Here's how they fared.","<a href='https://www.ajc.com/news/some-candidates-bashed-the-rivian-ev-deal-heres-how-they-fared/2FGTMR5THVAPPGZEZMATRUZY7M/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","While the Rivian EV plant remains a hot topic for those living near the future site, political candidates who tried to channel the frustrations of residents struggled in Georgia's primary elections.","Drew Kann",""
"84","Winter weather in Georgia forecast to be warmer and drier than normal","<a href='https://www.ajc.com/news/warmer-drier-than-normal-winter-expected-across-much-of-georgia/J4DUHR7MHZGXXMSJSRSN4KH3EI/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","A warmer and drier than normal winter is likely in store for most of Georgia, a new federal forecast released Thursday shows.","Drew Kann",""
"85","Don't panic, Kemp tells Georgians as Hurricane Ian pounds Florida","<a href='https://www.ajc.com/news/dont-panic-kemp-tells-georgians-as-hurricane-ian-pounds-florida/4RNTMUH7DRFLHFQYON6VL4MG44/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Hurricane Ian devastates Florida on its way to southeast Georgia.","Drew Kann",""
"86","AJC expands climate coverage with grant support","<a href='https://www.ajc.com/news/ajc-expands-climate-coverage-with-grant-support/JC3LUKUIC5DCVEH7L2U5MVJCOI/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","The Kendeda Fund and 1Earth Fund have committed $50,000 in a one-year grant to increase the AJC’s reporting on climate change and its effects on metro Atlanta residents, businesses and other institutions.","Drew Kann",""
"87","House passes federal health care, tax and climate change bill; how ...","<a href='https://www.ajc.com/politics/house-passes-federal-health-care-and-climate-change-bill/QKCC6DYD25FDNJZC53JAGWZTRA/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","The U.S. House delivered another major legislative victory for President Joe Biden on Friday. The vote was 220-207. Every Georgia Democrat voted for the package, while all state Republicans opposed it. The measure now goes to the president for his signature.","Drew Kann",""
"88","As powerful hurricane bears down on Florida, Georgia braces for a hit","<a href='https://www.ajc.com/news/as-powerful-hurricane-bears-down-on-florida-georgia-braces-for-a-hit/SXH6VBLQPRGT3AXOYOL6VCA3SA/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","Hurricane Ian could bring dangerous coastal storm surges, high winds and flash flooding to Georgia this week — but not the threat of catastrophic destruction the storm poses for Florida’s Gulf coast.","Drew Kann",""
"90","Georgia coast now in Ian's destructive path","<a href='https://www.ajc.com/news/hurricane-ian-effects-felt-in-coastal-georgia-more-to-come/EV77R3TE7NEZBO47DKFH3GAIIE/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","The remnants of Hurricane Ian raged along the Georgia coast Thursday after leaving a wide trail of death and destruction across Florida.","Drew Kann",""
"91","Feds sue poultry producers, alleging unfair worker practices","<a href='https://www.ajc.com/news/nation-world/feds-sue-poultry-producers-alleging-unfair-worker-practices/ZUS4K3HPA5AL7PDQ6OUOPH3MVM/' target='_blank'>Link to Article</a>",NA,"www.ajc.com","WASHINGTON (AP) — The Justice Department filed a lawsuit Monday against some of the largest poultry producers in the U.S. along with a proposed settlement seeking to end what it claims have been longstanding deceptive and abusive practices for workers.","Drew Kann",""
